"Name","Family Income"
"Description","Families by income level."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Summary Table B19101 (2005-2018); retrieved from https://data.census.gov/.&nbsp;"
"Notes",""

Location,Income Level,TimeFrame,DataFormat,Data,Fips
Battery Park/Tribeca,"$100,000 to $199,999",2015,Percent,0.23246,101
Battery Park/Tribeca,"$15,000 to $24,999",2015,Number,310.272,101
Battery Park/Tribeca,"$15,000 to $24,999",2015,Percent,0.02887,101
Battery Park/Tribeca,"$200,000 or more",2015,Number,5437.436,101
Battery Park/Tribeca,"$200,000 or more",2015,Percent,0.50602,101
Battery Park/Tribeca,"$25,000 to $34,999",2015,Number,359.56,101
Battery Park/Tribeca,"$25,000 to $34,999",2015,Percent,0.03346,101
Battery Park/Tribeca,"$35,000 to $49,999",2015,Number,252.904,101
Battery Park/Tribeca,"$35,000 to $49,999",2015,Percent,0.02354,101
Battery Park/Tribeca,"$50,000 to $74,999",2015,Number,898.092,101
Battery Park/Tribeca,"$50,000 to $74,999",2015,Percent,0.08358,101
Battery Park/Tribeca,"$75,000 to $99,999",2015,Number,810.828,101
Battery Park/Tribeca,"$75,000 to $99,999",2015,Percent,0.07546,101
Battery Park/Tribeca,"Under $15,000",2015,Number,178.568,101
Battery Park/Tribeca,"Under $15,000",2015,Percent,0.01662,101
Greenwich Village,"$100,000 to $199,999",2015,Number,3685.068,102
Greenwich Village,"$100,000 to $199,999",2015,Percent,0.23246,102
Greenwich Village,"$15,000 to $24,999",2015,Number,457.728,102
Greenwich Village,"$15,000 to $24,999",2015,Percent,0.02887,102
Greenwich Village,"$200,000 or more",2015,Number,8021.564,102
Greenwich Village,"$200,000 or more",2015,Percent,0.50602,102
Greenwich Village,"$25,000 to $34,999",2015,Number,530.44,102
Greenwich Village,"$25,000 to $34,999",2015,Percent,0.03346,102
Greenwich Village,"$35,000 to $49,999",2015,Number,373.096,102
Greenwich Village,"$35,000 to $49,999",2015,Percent,0.02354,102
Greenwich Village,"$50,000 to $74,999",2015,Number,1324.908,102
Greenwich Village,"$50,000 to $74,999",2015,Percent,0.08358,102
Greenwich Village,"$75,000 to $99,999",2015,Number,1196.172,102
Greenwich Village,"$75,000 to $99,999",2015,Percent,0.07546,102
Greenwich Village,"Under $15,000",2015,Number,263.432,102
Greenwich Village,"Under $15,000",2015,Percent,0.01662,102
Lower East Side,"$100,000 to $199,999",2015,Number,3359,103
Lower East Side,"$100,000 to $199,999",2015,Percent,0.11397,103
Lower East Side,"$15,000 to $24,999",2015,Number,5064,103
Lower East Side,"$15,000 to $24,999",2015,Percent,0.17182,103
Lower East Side,"$200,000 or more",2015,Number,2325,103
Lower East Side,"$200,000 or more",2015,Percent,0.07889,103
Lower East Side,"$25,000 to $34,999",2015,Number,3863,103
Lower East Side,"$25,000 to $34,999",2015,Percent,0.13107,103
Lower East Side,"$35,000 to $49,999",2015,Number,3139,103
Lower East Side,"$35,000 to $49,999",2015,Percent,0.1065,103
Lower East Side,"$50,000 to $74,999",2015,Number,3580,103
Lower East Side,"$50,000 to $74,999",2015,Percent,0.12147,103
Lower East Side,"$75,000 to $99,999",2015,Number,2022,103
Lower East Side,"$75,000 to $99,999",2015,Percent,0.06861,103
Lower East Side,"Under $15,000",2015,Number,6121,103
Lower East Side,"Under $15,000",2015,Percent,0.20768,103
Chelsea/Clinton,"$100,000 to $199,999",2015,Number,3862.8,104
Chelsea/Clinton,"$100,000 to $199,999",2015,Percent,0.23803,104
Chelsea/Clinton,"$15,000 to $24,999",2015,Number,552.114,104
Chelsea/Clinton,"$15,000 to $24,999",2015,Percent,0.03402,104
Chelsea/Clinton,"$200,000 or more",2015,Number,6705.288,104
Chelsea/Clinton,"$200,000 or more",2015,Percent,0.41318,104
Chelsea/Clinton,"$25,000 to $34,999",2015,Number,699.966,104
Chelsea/Clinton,"$25,000 to $34,999",2015,Percent,0.04313,104
Chelsea/Clinton,"$35,000 to $49,999",2015,Number,843.822,104
Chelsea/Clinton,"$35,000 to $49,999",2015,Percent,0.052,104
Chelsea/Clinton,"$50,000 to $74,999",2015,Number,1236.096,104
Chelsea/Clinton,"$50,000 to $74,999",2015,Percent,0.07617,104
Chelsea/Clinton,"$75,000 to $99,999",2015,Number,1118.214,104
Chelsea/Clinton,"$75,000 to $99,999",2015,Percent,0.0689,104
Chelsea/Clinton,"Under $15,000",2015,Number,1210.122,104
Chelsea/Clinton,"Under $15,000",2015,Percent,0.07457,104
Midtown Business District,"$100,000 to $199,999",2015,Number,1937.2,105
Midtown Business District,"$100,000 to $199,999",2015,Percent,0.23803,105
Midtown Business District,"$15,000 to $24,999",2015,Number,276.886,105
Midtown Business District,"$15,000 to $24,999",2015,Percent,0.03402,105
Midtown Business District,"$200,000 or more",2015,Number,3362.712,105
Midtown Business District,"$200,000 or more",2015,Percent,0.41318,105
Midtown Business District,"$25,000 to $34,999",2015,Number,351.034,105
Midtown Business District,"$25,000 to $34,999",2015,Percent,0.04313,105
Midtown Business District,"$35,000 to $49,999",2015,Number,423.178,105
Midtown Business District,"$35,000 to $49,999",2015,Percent,0.052,105
Midtown Business District,"$50,000 to $74,999",2015,Number,619.904,105
Midtown Business District,"$50,000 to $74,999",2015,Percent,0.07617,105
Midtown Business District,"$75,000 to $99,999",2015,Number,560.786,105
Midtown Business District,"$75,000 to $99,999",2015,Percent,0.0689,105
Midtown Business District,"Under $15,000",2015,Number,606.878,105
Midtown Business District,"Under $15,000",2015,Percent,0.07457,105
Murray Hill/Stuyvesant,"$100,000 to $199,999",2015,Number,7168,106
Murray Hill/Stuyvesant,"$100,000 to $199,999",2015,Percent,0.318,106
Murray Hill/Stuyvesant,"$15,000 to $24,999",2015,Number,672,106
Murray Hill/Stuyvesant,"$15,000 to $24,999",2015,Percent,0.02981,106
Murray Hill/Stuyvesant,"$200,000 or more",2015,Number,10357,106
Murray Hill/Stuyvesant,"$200,000 or more",2015,Percent,0.45947,106
Murray Hill/Stuyvesant,"$25,000 to $34,999",2015,Number,72,106
Murray Hill/Stuyvesant,"$25,000 to $34,999",2015,Percent,0.00319,106
Murray Hill/Stuyvesant,"$35,000 to $49,999",2015,Number,369,106
Murray Hill/Stuyvesant,"$35,000 to $49,999",2015,Percent,0.01637,106
Murray Hill/Stuyvesant,"$50,000 to $74,999",2015,Number,1785,106
Murray Hill/Stuyvesant,"$50,000 to $74,999",2015,Percent,0.07919,106
Murray Hill/Stuyvesant,"$75,000 to $99,999",2015,Number,1263,106
Murray Hill/Stuyvesant,"$75,000 to $99,999",2015,Percent,0.05603,106
Murray Hill/Stuyvesant,"Under $15,000",2015,Number,855,106
Murray Hill/Stuyvesant,"Under $15,000",2015,Percent,0.03793,106
Upper West Side,"$100,000 to $199,999",2015,Number,9299,107
Upper West Side,"$100,000 to $199,999",2015,Percent,0.24874,107
Upper West Side,"$15,000 to $24,999",2015,Number,1710,107
Upper West Side,"$15,000 to $24,999",2015,Percent,0.04574,107
Upper West Side,"$200,000 or more",2015,Number,15761,107
Upper West Side,"$200,000 or more",2015,Percent,0.42159,107
Upper West Side,"$25,000 to $34,999",2015,Number,2201,107
Upper West Side,"$25,000 to $34,999",2015,Percent,0.05887,107
Upper West Side,"$35,000 to $49,999",2015,Number,889,107
Upper West Side,"$35,000 to $49,999",2015,Percent,0.02378,107
Upper West Side,"$50,000 to $74,999",2015,Number,2572,107
Upper West Side,"$50,000 to $74,999",2015,Percent,0.0688,107
Upper West Side,"$75,000 to $99,999",2015,Number,2741,107
Upper West Side,"$75,000 to $99,999",2015,Percent,0.07332,107
Upper West Side,"Under $15,000",2015,Number,2212,107
Upper West Side,"Under $15,000",2015,Percent,0.05917,107
Upper East Side,"$100,000 to $199,999",2015,Number,11489,108
Upper East Side,"$100,000 to $199,999",2015,Percent,0.2429,108
Upper East Side,"$15,000 to $24,999",2015,Number,925,108
Upper East Side,"$15,000 to $24,999",2015,Percent,0.01956,108
Upper East Side,"$200,000 or more",2015,Number,24326,108
Upper East Side,"$200,000 or more",2015,Percent,0.5143,108
Upper East Side,"$25,000 to $34,999",2015,Number,589,108
Upper East Side,"$25,000 to $34,999",2015,Percent,0.01245,108
Upper East Side,"$35,000 to $49,999",2015,Number,3106,108
Upper East Side,"$35,000 to $49,999",2015,Percent,0.06567,108
Upper East Side,"$50,000 to $74,999",2015,Number,2770,108
Upper East Side,"$50,000 to $74,999",2015,Percent,0.05856,108
Upper East Side,"$75,000 to $99,999",2015,Number,3171,108
Upper East Side,"$75,000 to $99,999",2015,Percent,0.06704,108
Upper East Side,"Under $15,000",2015,Number,923,108
Upper East Side,"Under $15,000",2015,Percent,0.01951,108
Manhattanville,"$100,000 to $199,999",2015,Number,3648,109
Manhattanville,"$100,000 to $199,999",2015,Percent,0.16646,109
Manhattanville,"$15,000 to $24,999",2015,Number,1071,109
Manhattanville,"$15,000 to $24,999",2015,Percent,0.04887,109
Manhattanville,"$200,000 or more",2015,Number,3146,109
Manhattanville,"$200,000 or more",2015,Percent,0.14355,109
Manhattanville,"$25,000 to $34,999",2015,Number,2668,109
Manhattanville,"$25,000 to $34,999",2015,Percent,0.12174,109
Manhattanville,"$35,000 to $49,999",2015,Number,2563,109
Manhattanville,"$35,000 to $49,999",2015,Percent,0.11695,109
Manhattanville,"$50,000 to $74,999",2015,Number,3236,109
Manhattanville,"$50,000 to $74,999",2015,Percent,0.14766,109
Manhattanville,"$75,000 to $99,999",2015,Number,1662,109
Manhattanville,"$75,000 to $99,999",2015,Percent,0.07584,109
Manhattanville,"Under $15,000",2015,Number,3921,109
Manhattanville,"Under $15,000",2015,Percent,0.17892,109
Central Harlem,"$100,000 to $199,999",2015,Number,4818,110
Central Harlem,"$100,000 to $199,999",2015,Percent,0.18341,110
Central Harlem,"$15,000 to $24,999",2015,Number,2729,110
Central Harlem,"$15,000 to $24,999",2015,Percent,0.10389,110
Central Harlem,"$200,000 or more",2015,Number,2051,110
Central Harlem,"$200,000 or more",2015,Percent,0.07808,110
Central Harlem,"$25,000 to $34,999",2015,Number,2508,110
Central Harlem,"$25,000 to $34,999",2015,Percent,0.09547,110
Central Harlem,"$35,000 to $49,999",2015,Number,4063,110
Central Harlem,"$35,000 to $49,999",2015,Percent,0.15467,110
Central Harlem,"$50,000 to $74,999",2015,Number,4800,110
Central Harlem,"$50,000 to $74,999",2015,Percent,0.18272,110
Central Harlem,"$75,000 to $99,999",2015,Number,1621,110
Central Harlem,"$75,000 to $99,999",2015,Percent,0.06171,110
Central Harlem,"Under $15,000",2015,Number,3679,110
Central Harlem,"Under $15,000",2015,Percent,0.14005,110
East Harlem,"$100,000 to $199,999",2015,Number,2110,111
East Harlem,"$100,000 to $199,999",2015,Percent,0.08765,111
East Harlem,"$15,000 to $24,999",2015,Number,2843,111
East Harlem,"$15,000 to $24,999",2015,Percent,0.1181,111
East Harlem,"$200,000 or more",2015,Number,1081,111
East Harlem,"$200,000 or more",2015,Percent,0.04491,111
East Harlem,"$25,000 to $34,999",2015,Number,3542,111
East Harlem,"$25,000 to $34,999",2015,Percent,0.14714,111
East Harlem,"$35,000 to $49,999",2015,Number,2585,111
East Harlem,"$35,000 to $49,999",2015,Percent,0.10738,111
East Harlem,"$50,000 to $74,999",2015,Number,3115,111
East Harlem,"$50,000 to $74,999",2015,Percent,0.1294,111
East Harlem,"$75,000 to $99,999",2015,Number,2522,111
East Harlem,"$75,000 to $99,999",2015,Percent,0.10476,111
East Harlem,"Under $15,000",2015,Number,6275,111
East Harlem,"Under $15,000",2015,Percent,0.26067,111
Washington Heights,"$100,000 to $199,999",2015,Number,7851,112
Washington Heights,"$100,000 to $199,999",2015,Percent,0.18296,112
Washington Heights,"$15,000 to $24,999",2015,Number,5386,112
Washington Heights,"$15,000 to $24,999",2015,Percent,0.12551,112
Washington Heights,"$200,000 or more",2015,Number,1078,112
Washington Heights,"$200,000 or more",2015,Percent,0.02512,112
Washington Heights,"$25,000 to $34,999",2015,Number,5370,112
Washington Heights,"$25,000 to $34,999",2015,Percent,0.12514,112
Washington Heights,"$35,000 to $49,999",2015,Number,5835,112
Washington Heights,"$35,000 to $49,999",2015,Percent,0.13598,112
Washington Heights,"$50,000 to $74,999",2015,Number,7156,112
Washington Heights,"$50,000 to $74,999",2015,Percent,0.16676,112
Washington Heights,"$75,000 to $99,999",2015,Number,5428,112
Washington Heights,"$75,000 to $99,999",2015,Percent,0.12649,112
Washington Heights,"Under $15,000",2015,Number,4808,112
Washington Heights,"Under $15,000",2015,Percent,0.11204,112
Mott Haven,"$100,000 to $199,999",2015,Number,1437.072,201
Mott Haven,"$100,000 to $199,999",2015,Percent,0.06517,201
Mott Haven,"$15,000 to $24,999",2015,Number,3835.377,201
Mott Haven,"$15,000 to $24,999",2015,Percent,0.17393,201
Mott Haven,"$200,000 or more",2015,Number,178.997,201
Mott Haven,"$200,000 or more",2015,Percent,0.00812,201
Mott Haven,"$25,000 to $34,999",2015,Number,3070.977,201
Mott Haven,"$25,000 to $34,999",2015,Percent,0.13926,201
Mott Haven,"$35,000 to $49,999",2015,Number,3028.935,201
Mott Haven,"$35,000 to $49,999",2015,Percent,0.13736,201
Mott Haven,"$50,000 to $74,999",2015,Number,3116.841,201
Mott Haven,"$50,000 to $74,999",2015,Percent,0.14134,201
Mott Haven,"$75,000 to $99,999",2015,Number,1351.077,201
Mott Haven,"$75,000 to $99,999",2015,Percent,0.06127,201
Mott Haven,"Under $15,000",2015,Number,6032.39,201
Mott Haven,"Under $15,000",2015,Percent,0.27356,201
Hunts Point,"$100,000 to $199,999",2015,Number,818.928,202
Hunts Point,"$100,000 to $199,999",2015,Percent,0.06517,202
Hunts Point,"$15,000 to $24,999",2015,Number,2185.623,202
Hunts Point,"$15,000 to $24,999",2015,Percent,0.17393,202
Hunts Point,"$200,000 or more",2015,Number,102.003,202
Hunts Point,"$200,000 or more",2015,Percent,0.00812,202
Hunts Point,"$25,000 to $34,999",2015,Number,1750.023,202
Hunts Point,"$25,000 to $34,999",2015,Percent,0.13926,202
Hunts Point,"$35,000 to $49,999",2015,Number,1726.065,202
Hunts Point,"$35,000 to $49,999",2015,Percent,0.13736,202
Hunts Point,"$50,000 to $74,999",2015,Number,1776.159,202
Hunts Point,"$50,000 to $74,999",2015,Percent,0.14134,202
Hunts Point,"$75,000 to $99,999",2015,Number,769.923,202
Hunts Point,"$75,000 to $99,999",2015,Percent,0.06127,202
Hunts Point,"Under $15,000",2015,Number,3437.61,202
Hunts Point,"Under $15,000",2015,Percent,0.27356,202
Morrisania,"$100,000 to $199,999",2015,Number,1063.575,203
Morrisania,"$100,000 to $199,999",2015,Percent,0.0568,203
Morrisania,"$15,000 to $24,999",2015,Number,3289.503,203
Morrisania,"$15,000 to $24,999",2015,Percent,0.17568,203
Morrisania,"$200,000 or more",2015,Number,100.245,203
Morrisania,"$200,000 or more",2015,Percent,0.00535,203
Morrisania,"$25,000 to $34,999",2015,Number,2559.915,203
Morrisania,"$25,000 to $34,999",2015,Percent,0.13672,203
Morrisania,"$35,000 to $49,999",2015,Number,2490.966,203
Morrisania,"$35,000 to $49,999",2015,Percent,0.13303,203
Morrisania,"$50,000 to $74,999",2015,Number,2766.762,203
Morrisania,"$50,000 to $74,999",2015,Percent,0.14776,203
Morrisania,"$75,000 to $99,999",2015,Number,1294.383,203
Morrisania,"$75,000 to $99,999",2015,Percent,0.06913,203
Morrisania,"Under $15,000",2015,Number,5158.95,203
Morrisania,"Under $15,000",2015,Percent,0.27552,203
Concourse/Highbridge,"$100,000 to $199,999",2015,Number,2014,204
Concourse/Highbridge,"$100,000 to $199,999",2015,Percent,0.05929,204
Concourse/Highbridge,"$15,000 to $24,999",2015,Number,6677,204
Concourse/Highbridge,"$15,000 to $24,999",2015,Percent,0.19657,204
Concourse/Highbridge,"$200,000 or more",2015,Number,643,204
Concourse/Highbridge,"$200,000 or more",2015,Percent,0.01893,204
Concourse/Highbridge,"$25,000 to $34,999",2015,Number,3986,204
Concourse/Highbridge,"$25,000 to $34,999",2015,Percent,0.11735,204
Concourse/Highbridge,"$35,000 to $49,999",2015,Number,4289,204
Concourse/Highbridge,"$35,000 to $49,999",2015,Percent,0.12627,204
Concourse/Highbridge,"$50,000 to $74,999",2015,Number,4897,204
Concourse/Highbridge,"$50,000 to $74,999",2015,Percent,0.14417,204
Concourse/Highbridge,"$75,000 to $99,999",2015,Number,3245,204
Concourse/Highbridge,"$75,000 to $99,999",2015,Percent,0.09553,204
Concourse/Highbridge,"Under $15,000",2015,Number,8216,204
Concourse/Highbridge,"Under $15,000",2015,Percent,0.24188,204
University Heights,"$100,000 to $199,999",2015,Number,1438,205
University Heights,"$100,000 to $199,999",2015,Percent,0.04532,205
University Heights,"$15,000 to $24,999",2015,Number,5852,205
University Heights,"$15,000 to $24,999",2015,Percent,0.18443,205
University Heights,"$200,000 or more",2015,Number,429,205
University Heights,"$200,000 or more",2015,Percent,0.01352,205
University Heights,"$25,000 to $34,999",2015,Number,3913,205
University Heights,"$25,000 to $34,999",2015,Percent,0.12332,205
University Heights,"$35,000 to $49,999",2015,Number,5307,205
University Heights,"$35,000 to $49,999",2015,Percent,0.16725,205
University Heights,"$50,000 to $74,999",2015,Number,4591,205
University Heights,"$50,000 to $74,999",2015,Percent,0.14469,205
University Heights,"$75,000 to $99,999",2015,Number,1859,205
University Heights,"$75,000 to $99,999",2015,Percent,0.05859,205
University Heights,"Under $15,000",2015,Number,8342,205
University Heights,"Under $15,000",2015,Percent,0.2629,205
East Tremont,"$100,000 to $199,999",2015,Number,1111.425,206
East Tremont,"$100,000 to $199,999",2015,Percent,0.0568,206
East Tremont,"$15,000 to $24,999",2015,Number,3437.497,206
East Tremont,"$15,000 to $24,999",2015,Percent,0.17568,206
East Tremont,"$200,000 or more",2015,Number,104.755,206
East Tremont,"$200,000 or more",2015,Percent,0.00535,206
East Tremont,"$25,000 to $34,999",2015,Number,2675.085,206
East Tremont,"$25,000 to $34,999",2015,Percent,0.13672,206
East Tremont,"$35,000 to $49,999",2015,Number,2603.034,206
East Tremont,"$35,000 to $49,999",2015,Percent,0.13303,206
East Tremont,"$50,000 to $74,999",2015,Number,2891.238,206
East Tremont,"$50,000 to $74,999",2015,Percent,0.14776,206
East Tremont,"$75,000 to $99,999",2015,Number,1352.617,206
East Tremont,"$75,000 to $99,999",2015,Percent,0.06913,206
East Tremont,"Under $15,000",2015,Number,5391.05,206
East Tremont,"Under $15,000",2015,Percent,0.27552,206
Bedford Park,"$100,000 to $199,999",2015,Number,2767,207
Bedford Park,"$100,000 to $199,999",2015,Percent,0.09377,207
Bedford Park,"$15,000 to $24,999",2015,Number,4151,207
Bedford Park,"$15,000 to $24,999",2015,Percent,0.14068,207
Bedford Park,"$200,000 or more",2015,Number,154,207
Bedford Park,"$200,000 or more",2015,Percent,0.00522,207
Bedford Park,"$25,000 to $34,999",2015,Number,3934,207
Bedford Park,"$25,000 to $34,999",2015,Percent,0.13332,207
Bedford Park,"$35,000 to $49,999",2015,Number,4086,207
Bedford Park,"$35,000 to $49,999",2015,Percent,0.13848,207
Bedford Park,"$50,000 to $74,999",2015,Number,6416,207
Bedford Park,"$50,000 to $74,999",2015,Percent,0.21744,207
Bedford Park,"$75,000 to $99,999",2015,Number,1691,207
Bedford Park,"$75,000 to $99,999",2015,Percent,0.05731,207
Bedford Park,"Under $15,000",2015,Number,6308,207
Bedford Park,"Under $15,000",2015,Percent,0.21378,207
Riverdale,"$100,000 to $199,999",2015,Number,6692,208
Riverdale,"$100,000 to $199,999",2015,Percent,0.25358,208
Riverdale,"$15,000 to $24,999",2015,Number,1434,208
Riverdale,"$15,000 to $24,999",2015,Percent,0.05434,208
Riverdale,"$200,000 or more",2015,Number,2463,208
Riverdale,"$200,000 or more",2015,Percent,0.09333,208
Riverdale,"$25,000 to $34,999",2015,Number,1837,208
Riverdale,"$25,000 to $34,999",2015,Percent,0.06961,208
Riverdale,"$35,000 to $49,999",2015,Number,2240,208
Riverdale,"$35,000 to $49,999",2015,Percent,0.08488,208
Riverdale,"$50,000 to $74,999",2015,Number,4493,208
Riverdale,"$50,000 to $74,999",2015,Percent,0.17025,208
Riverdale,"$75,000 to $99,999",2015,Number,3920,208
Riverdale,"$75,000 to $99,999",2015,Percent,0.14854,208
Riverdale,"Under $15,000",2015,Number,3311,208
Riverdale,"Under $15,000",2015,Percent,0.12546,208
Unionport/Soundview,"$100,000 to $199,999",2015,Number,5489,209
Unionport/Soundview,"$100,000 to $199,999",2015,Percent,0.13389,209
Unionport/Soundview,"$15,000 to $24,999",2015,Number,6311,209
Unionport/Soundview,"$15,000 to $24,999",2015,Percent,0.15394,209
Unionport/Soundview,"$200,000 or more",2015,Number,425,209
Unionport/Soundview,"$200,000 or more",2015,Percent,0.01037,209
Unionport/Soundview,"$25,000 to $34,999",2015,Number,4690,209
Unionport/Soundview,"$25,000 to $34,999",2015,Percent,0.1144,209
Unionport/Soundview,"$35,000 to $49,999",2015,Number,5283,209
Unionport/Soundview,"$35,000 to $49,999",2015,Percent,0.12887,209
Unionport/Soundview,"$50,000 to $74,999",2015,Number,7979,209
Unionport/Soundview,"$50,000 to $74,999",2015,Percent,0.19463,209
Unionport/Soundview,"$75,000 to $99,999",2015,Number,3868,209
Unionport/Soundview,"$75,000 to $99,999",2015,Percent,0.09435,209
Unionport/Soundview,"Under $15,000",2015,Number,6951,209
Unionport/Soundview,"Under $15,000",2015,Percent,0.16955,209
Throgs Neck,"$100,000 to $199,999",2015,Number,8198,210
Throgs Neck,"$100,000 to $199,999",2015,Percent,0.31114,210
Throgs Neck,"$15,000 to $24,999",2015,Number,2062,210
Throgs Neck,"$15,000 to $24,999",2015,Percent,0.07826,210
Throgs Neck,"$200,000 or more",2015,Number,1210,210
Throgs Neck,"$200,000 or more",2015,Percent,0.04592,210
Throgs Neck,"$25,000 to $34,999",2015,Number,1800,210
Throgs Neck,"$25,000 to $34,999",2015,Percent,0.06832,210
Throgs Neck,"$35,000 to $49,999",2015,Number,2772,210
Throgs Neck,"$35,000 to $49,999",2015,Percent,0.10521,210
Throgs Neck,"$50,000 to $74,999",2015,Number,5702,210
Throgs Neck,"$50,000 to $74,999",2015,Percent,0.21641,210
Throgs Neck,"$75,000 to $99,999",2015,Number,2736,210
Throgs Neck,"$75,000 to $99,999",2015,Percent,0.10384,210
Throgs Neck,"Under $15,000",2015,Number,1868,210
Throgs Neck,"Under $15,000",2015,Percent,0.0709,210
Pelham Parkway,"$100,000 to $199,999",2015,Number,6247,211
Pelham Parkway,"$100,000 to $199,999",2015,Percent,0.20809,211
Pelham Parkway,"$15,000 to $24,999",2015,Number,3125,211
Pelham Parkway,"$15,000 to $24,999",2015,Percent,0.10409,211
Pelham Parkway,"$200,000 or more",2015,Number,781,211
Pelham Parkway,"$200,000 or more",2015,Percent,0.02602,211
Pelham Parkway,"$25,000 to $34,999",2015,Number,2290,211
Pelham Parkway,"$25,000 to $34,999",2015,Percent,0.07628,211
Pelham Parkway,"$35,000 to $49,999",2015,Number,4551,211
Pelham Parkway,"$35,000 to $49,999",2015,Percent,0.15159,211
Pelham Parkway,"$50,000 to $74,999",2015,Number,5634,211
Pelham Parkway,"$50,000 to $74,999",2015,Percent,0.18767,211
Pelham Parkway,"$75,000 to $99,999",2015,Number,2789,211
Pelham Parkway,"$75,000 to $99,999",2015,Percent,0.0929,211
Pelham Parkway,"Under $15,000",2015,Number,4604,211
Pelham Parkway,"Under $15,000",2015,Percent,0.15336,211
Williamsbridge,"$100,000 to $199,999",2015,Number,6445,212
Williamsbridge,"$100,000 to $199,999",2015,Percent,0.20425,212
Williamsbridge,"$15,000 to $24,999",2015,Number,2677,212
Williamsbridge,"$15,000 to $24,999",2015,Percent,0.08484,212
Williamsbridge,"$200,000 or more",2015,Number,1258,212
Williamsbridge,"$200,000 or more",2015,Percent,0.03987,212
Williamsbridge,"$25,000 to $34,999",2015,Number,3459,212
Williamsbridge,"$25,000 to $34,999",2015,Percent,0.10962,212
Williamsbridge,"$35,000 to $49,999",2015,Number,3919,212
Williamsbridge,"$35,000 to $49,999",2015,Percent,0.1242,212
Williamsbridge,"$50,000 to $74,999",2015,Number,6125,212
Williamsbridge,"$50,000 to $74,999",2015,Percent,0.19411,212
Williamsbridge,"$75,000 to $99,999",2015,Number,3683,212
Williamsbridge,"$75,000 to $99,999",2015,Percent,0.11672,212
Williamsbridge,"Under $15,000",2015,Number,3989,212
Williamsbridge,"Under $15,000",2015,Percent,0.12641,212
Williamsburg/Greenpoint,"$100,000 to $199,999",2015,Number,7590,301
Williamsburg/Greenpoint,"$100,000 to $199,999",2015,Percent,0.22775,301
Williamsburg/Greenpoint,"$15,000 to $24,999",2015,Number,3078,301
Williamsburg/Greenpoint,"$15,000 to $24,999",2015,Percent,0.09236,301
Williamsburg/Greenpoint,"$200,000 or more",2015,Number,3666,301
Williamsburg/Greenpoint,"$200,000 or more",2015,Percent,0.11,301
Williamsburg/Greenpoint,"$25,000 to $34,999",2015,Number,2962,301
Williamsburg/Greenpoint,"$25,000 to $34,999",2015,Percent,0.08888,301
Williamsburg/Greenpoint,"$35,000 to $49,999",2015,Number,3208,301
Williamsburg/Greenpoint,"$35,000 to $49,999",2015,Percent,0.09626,301
Williamsburg/Greenpoint,"$50,000 to $74,999",2015,Number,3724,301
Williamsburg/Greenpoint,"$50,000 to $74,999",2015,Percent,0.11174,301
Williamsburg/Greenpoint,"$75,000 to $99,999",2015,Number,3975,301
Williamsburg/Greenpoint,"$75,000 to $99,999",2015,Percent,0.11928,301
Williamsburg/Greenpoint,"Under $15,000",2015,Number,5123,301
Williamsburg/Greenpoint,"Under $15,000",2015,Percent,0.15372,301
Fort Greene/Brooklyn Hts,"$100,000 to $199,999",2015,Number,6863,302
Fort Greene/Brooklyn Hts,"$100,000 to $199,999",2015,Percent,0.27014,302
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2015,Number,1394,302
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2015,Percent,0.05487,302
Fort Greene/Brooklyn Hts,"$200,000 or more",2015,Number,6642,302
Fort Greene/Brooklyn Hts,"$200,000 or more",2015,Percent,0.26144,302
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2015,Number,2241,302
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2015,Percent,0.08821,302
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2015,Number,1940,302
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2015,Percent,0.07636,302
Fort Greene/Brooklyn Hts,"$50,000 to $74,999",2015,Number,2546,302
Fort Greene/Brooklyn Hts,"$50,000 to $74,999",2015,Percent,0.10022,302
Fort Greene/Brooklyn Hts,"$75,000 to $99,999",2015,Number,1761,302
Fort Greene/Brooklyn Hts,"$75,000 to $99,999",2015,Percent,0.06932,302
Fort Greene/Brooklyn Hts,"Under $15,000",2015,Number,2018,302
Fort Greene/Brooklyn Hts,"Under $15,000",2015,Percent,0.07943,302
Bedford Stuyvesant,"$100,000 to $199,999",2015,Number,5845,303
Bedford Stuyvesant,"$100,000 to $199,999",2015,Percent,0.20127,303
Bedford Stuyvesant,"$15,000 to $24,999",2015,Number,4243,303
Bedford Stuyvesant,"$15,000 to $24,999",2015,Percent,0.14611,303
Bedford Stuyvesant,"$200,000 or more",2015,Number,1418,303
Bedford Stuyvesant,"$200,000 or more",2015,Percent,0.04883,303
Bedford Stuyvesant,"$25,000 to $34,999",2015,Number,2846,303
Bedford Stuyvesant,"$25,000 to $34,999",2015,Percent,0.098,303
Bedford Stuyvesant,"$35,000 to $49,999",2015,Number,3333,303
Bedford Stuyvesant,"$35,000 to $49,999",2015,Percent,0.11477,303
Bedford Stuyvesant,"$50,000 to $74,999",2015,Number,4568,303
