"Name","Family Income"
"Description","Families by income level."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Summary Table B19101 (2005-2018); retrieved from https://data.census.gov/.&nbsp;"
"Notes",""

Location,Income Level,TimeFrame,DataFormat,Data,Fips
Concourse/Highbridge,"$200,000 or more",2011,Number,67,204
Concourse/Highbridge,"$200,000 or more",2011,Percent,0.00221,204
University Heights,"Under $15,000",2011,Number,8282,205
University Heights,"Under $15,000",2011,Percent,0.26409,205
University Heights,"$15,000 to $24,999",2011,Number,6583,205
University Heights,"$15,000 to $24,999",2011,Percent,0.20992,205
University Heights,"$25,000 to $34,999",2011,Number,4989,205
University Heights,"$25,000 to $34,999",2011,Percent,0.15909,205
University Heights,"$35,000 to $49,999",2011,Number,4604,205
University Heights,"$35,000 to $49,999",2011,Percent,0.14681,205
University Heights,"$50,000 to $74,999",2011,Number,3910,205
University Heights,"$50,000 to $74,999",2011,Percent,0.12468,205
University Heights,"$75,000 to $99,999",2011,Number,1978,205
University Heights,"$75,000 to $99,999",2011,Percent,0.06307,205
University Heights,"$100,000 to $199,999",2011,Number,1014,205
University Heights,"$100,000 to $199,999",2011,Percent,0.03233,205
University Heights,"$200,000 or more",2011,Number,0,205
University Heights,"$200,000 or more",2011,Percent,0,205
East Tremont,"Under $15,000",2011,Number,5725.5369,206
East Tremont,"Under $15,000",2011,Percent,0.30754,206
East Tremont,"$15,000 to $24,999",2011,Number,3570.67158,206
East Tremont,"$15,000 to $24,999",2011,Percent,0.1918,206
East Tremont,"$25,000 to $34,999",2011,Number,2812.71469,206
East Tremont,"$25,000 to $34,999",2011,Percent,0.15108,206
East Tremont,"$35,000 to $49,999",2011,Number,2561.93515,206
East Tremont,"$35,000 to $49,999",2011,Percent,0.13761,206
East Tremont,"$50,000 to $74,999",2011,Number,1860.16105,206
East Tremont,"$50,000 to $74,999",2011,Percent,0.09992,206
East Tremont,"$75,000 to $99,999",2011,Number,1081.77405,206
East Tremont,"$75,000 to $99,999",2011,Percent,0.05811,206
East Tremont,"$100,000 to $199,999",2011,Number,978.09127,206
East Tremont,"$100,000 to $199,999",2011,Percent,0.05254,206
East Tremont,"$200,000 or more",2011,Number,26.04838,206
East Tremont,"$200,000 or more",2011,Percent,0.0014,206
Bedford Park,"Under $15,000",2011,Number,6292,207
Bedford Park,"Under $15,000",2011,Percent,0.24286,207
Bedford Park,"$15,000 to $24,999",2011,Number,4489,207
Bedford Park,"$15,000 to $24,999",2011,Percent,0.17327,207
Bedford Park,"$25,000 to $34,999",2011,Number,3242,207
Bedford Park,"$25,000 to $34,999",2011,Percent,0.12514,207
Bedford Park,"$35,000 to $49,999",2011,Number,3037,207
Bedford Park,"$35,000 to $49,999",2011,Percent,0.11722,207
Bedford Park,"$50,000 to $74,999",2011,Number,4234,207
Bedford Park,"$50,000 to $74,999",2011,Percent,0.16342,207
Bedford Park,"$75,000 to $99,999",2011,Number,2160,207
Bedford Park,"$75,000 to $99,999",2011,Percent,0.08337,207
Bedford Park,"$100,000 to $199,999",2011,Number,2338,207
Bedford Park,"$100,000 to $199,999",2011,Percent,0.09024,207
Bedford Park,"$200,000 or more",2011,Number,116,207
Bedford Park,"$200,000 or more",2011,Percent,0.00448,207
Riverdale,"Under $15,000",2011,Number,2458,208
Riverdale,"Under $15,000",2011,Percent,0.10942,208
Riverdale,"$15,000 to $24,999",2011,Number,1889,208
Riverdale,"$15,000 to $24,999",2011,Percent,0.08409,208
Riverdale,"$25,000 to $34,999",2011,Number,1655,208
Riverdale,"$25,000 to $34,999",2011,Percent,0.07367,208
Riverdale,"$35,000 to $49,999",2011,Number,2821,208
Riverdale,"$35,000 to $49,999",2011,Percent,0.12558,208
Riverdale,"$50,000 to $74,999",2011,Number,5314,208
Riverdale,"$50,000 to $74,999",2011,Percent,0.23656,208
Riverdale,"$75,000 to $99,999",2011,Number,2158,208
Riverdale,"$75,000 to $99,999",2011,Percent,0.09606,208
Riverdale,"$100,000 to $199,999",2011,Number,4209,208
Riverdale,"$100,000 to $199,999",2011,Percent,0.18737,208
Riverdale,"$200,000 or more",2011,Number,1960,208
Riverdale,"$200,000 or more",2011,Percent,0.08725,208
Unionport/Soundview,"Under $15,000",2011,Number,7804,209
Unionport/Soundview,"Under $15,000",2011,Percent,0.18444,209
Unionport/Soundview,"$15,000 to $24,999",2011,Number,7204,209
Unionport/Soundview,"$15,000 to $24,999",2011,Percent,0.17026,209
Unionport/Soundview,"$25,000 to $34,999",2011,Number,3095,209
Unionport/Soundview,"$25,000 to $34,999",2011,Percent,0.07315,209
Unionport/Soundview,"$35,000 to $49,999",2011,Number,6867,209
Unionport/Soundview,"$35,000 to $49,999",2011,Percent,0.16229,209
Unionport/Soundview,"$50,000 to $74,999",2011,Number,7395,209
Unionport/Soundview,"$50,000 to $74,999",2011,Percent,0.17477,209
Unionport/Soundview,"$75,000 to $99,999",2011,Number,4128,209
Unionport/Soundview,"$75,000 to $99,999",2011,Percent,0.09756,209
Unionport/Soundview,"$100,000 to $199,999",2011,Number,5419,209
Unionport/Soundview,"$100,000 to $199,999",2011,Percent,0.12807,209
Unionport/Soundview,"$200,000 or more",2011,Number,401,209
Unionport/Soundview,"$200,000 or more",2011,Percent,0.00948,209
Throgs Neck,"Under $15,000",2011,Number,2310,210
Throgs Neck,"Under $15,000",2011,Percent,0.07809,210
Throgs Neck,"$15,000 to $24,999",2011,Number,2458,210
Throgs Neck,"$15,000 to $24,999",2011,Percent,0.0831,210
Throgs Neck,"$25,000 to $34,999",2011,Number,2270,210
Throgs Neck,"$25,000 to $34,999",2011,Percent,0.07674,210
Throgs Neck,"$35,000 to $49,999",2011,Number,3284,210
Throgs Neck,"$35,000 to $49,999",2011,Percent,0.11102,210
Throgs Neck,"$50,000 to $74,999",2011,Number,5400,210
Throgs Neck,"$50,000 to $74,999",2011,Percent,0.18256,210
Throgs Neck,"$75,000 to $99,999",2011,Number,5256,210
Throgs Neck,"$75,000 to $99,999",2011,Percent,0.17769,210
Throgs Neck,"$100,000 to $199,999",2011,Number,7813,210
Throgs Neck,"$100,000 to $199,999",2011,Percent,0.26413,210
Throgs Neck,"$200,000 or more",2011,Number,789,210
Throgs Neck,"$200,000 or more",2011,Percent,0.02667,210
Pelham Parkway,"Under $15,000",2011,Number,3889,211
Pelham Parkway,"Under $15,000",2011,Percent,0.13865,211
Pelham Parkway,"$15,000 to $24,999",2011,Number,3427,211
Pelham Parkway,"$15,000 to $24,999",2011,Percent,0.12217,211
Pelham Parkway,"$25,000 to $34,999",2011,Number,2988,211
Pelham Parkway,"$25,000 to $34,999",2011,Percent,0.10652,211
Pelham Parkway,"$35,000 to $49,999",2011,Number,3968,211
Pelham Parkway,"$35,000 to $49,999",2011,Percent,0.14146,211
Pelham Parkway,"$50,000 to $74,999",2011,Number,5278,211
Pelham Parkway,"$50,000 to $74,999",2011,Percent,0.18816,211
Pelham Parkway,"$75,000 to $99,999",2011,Number,2699,211
Pelham Parkway,"$75,000 to $99,999",2011,Percent,0.09622,211
Pelham Parkway,"$100,000 to $199,999",2011,Number,5066,211
Pelham Parkway,"$100,000 to $199,999",2011,Percent,0.18061,211
Pelham Parkway,"$200,000 or more",2011,Number,735,211
Pelham Parkway,"$200,000 or more",2011,Percent,0.0262,211
Williamsbridge,"Under $15,000",2011,Number,4687,212
Williamsbridge,"Under $15,000",2011,Percent,0.14366,212
Williamsbridge,"$15,000 to $24,999",2011,Number,3017,212
Williamsbridge,"$15,000 to $24,999",2011,Percent,0.09247,212
Williamsbridge,"$25,000 to $34,999",2011,Number,3433,212
Williamsbridge,"$25,000 to $34,999",2011,Percent,0.10522,212
Williamsbridge,"$35,000 to $49,999",2011,Number,4459,212
Williamsbridge,"$35,000 to $49,999",2011,Percent,0.13667,212
Williamsbridge,"$50,000 to $74,999",2011,Number,6121,212
Williamsbridge,"$50,000 to $74,999",2011,Percent,0.18761,212
Williamsbridge,"$75,000 to $99,999",2011,Number,4870,212
Williamsbridge,"$75,000 to $99,999",2011,Percent,0.14927,212
Williamsbridge,"$100,000 to $199,999",2011,Number,5418,212
Williamsbridge,"$100,000 to $199,999",2011,Percent,0.16606,212
Williamsbridge,"$200,000 or more",2011,Number,621,212
Williamsbridge,"$200,000 or more",2011,Percent,0.01903,212
Williamsburg/Greenpoint,"Under $15,000",2011,Number,5018,301
Williamsburg/Greenpoint,"Under $15,000",2011,Percent,0.18277,301
Williamsburg/Greenpoint,"$15,000 to $24,999",2011,Number,5162,301
Williamsburg/Greenpoint,"$15,000 to $24,999",2011,Percent,0.18802,301
Williamsburg/Greenpoint,"$25,000 to $34,999",2011,Number,3715,301
Williamsburg/Greenpoint,"$25,000 to $34,999",2011,Percent,0.13531,301
Williamsburg/Greenpoint,"$35,000 to $49,999",2011,Number,2814,301
Williamsburg/Greenpoint,"$35,000 to $49,999",2011,Percent,0.10249,301
Williamsburg/Greenpoint,"$50,000 to $74,999",2011,Number,3580,301
Williamsburg/Greenpoint,"$50,000 to $74,999",2011,Percent,0.1304,301
Williamsburg/Greenpoint,"$75,000 to $99,999",2011,Number,2118,301
Williamsburg/Greenpoint,"$75,000 to $99,999",2011,Percent,0.07714,301
Williamsburg/Greenpoint,"$100,000 to $199,999",2011,Number,3903,301
Williamsburg/Greenpoint,"$100,000 to $199,999",2011,Percent,0.14216,301
Williamsburg/Greenpoint,"$200,000 or more",2011,Number,1145,301
Williamsburg/Greenpoint,"$200,000 or more",2011,Percent,0.0417,301
Fort Greene/Brooklyn Hts,"Under $15,000",2011,Number,2720,302
Fort Greene/Brooklyn Hts,"Under $15,000",2011,Percent,0.12178,302
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2011,Number,1868,302
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2011,Percent,0.08363,302
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2011,Number,1917,302
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2011,Percent,0.08583,302
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2011,Number,2411,302
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2011,Percent,0.10794,302
Fort Greene/Brooklyn Hts,"$50,000 to $74,999",2011,Number,2667,302
Fort Greene/Brooklyn Hts,"$50,000 to $74,999",2011,Percent,0.1194,302
Fort Greene/Brooklyn Hts,"$75,000 to $99,999",2011,Number,1696,302
Fort Greene/Brooklyn Hts,"$75,000 to $99,999",2011,Percent,0.07593,302
Fort Greene/Brooklyn Hts,"$100,000 to $199,999",2011,Number,4763,302
Fort Greene/Brooklyn Hts,"$100,000 to $199,999",2011,Percent,0.21324,302
Fort Greene/Brooklyn Hts,"$200,000 or more",2011,Number,4294,302
Fort Greene/Brooklyn Hts,"$200,000 or more",2011,Percent,0.19225,302
Bedford Stuyvesant,"Under $15,000",2011,Number,5901,303
Bedford Stuyvesant,"Under $15,000",2011,Percent,0.21568,303
Bedford Stuyvesant,"$15,000 to $24,999",2011,Number,4209,303
Bedford Stuyvesant,"$15,000 to $24,999",2011,Percent,0.15384,303
Bedford Stuyvesant,"$25,000 to $34,999",2011,Number,2903,303
Bedford Stuyvesant,"$25,000 to $34,999",2011,Percent,0.1061,303
Bedford Stuyvesant,"$35,000 to $49,999",2011,Number,3670,303
Bedford Stuyvesant,"$35,000 to $49,999",2011,Percent,0.13414,303
Bedford Stuyvesant,"$50,000 to $74,999",2011,Number,3946,303
Bedford Stuyvesant,"$50,000 to $74,999",2011,Percent,0.14423,303
Bedford Stuyvesant,"$75,000 to $99,999",2011,Number,2548,303
Bedford Stuyvesant,"$75,000 to $99,999",2011,Percent,0.09313,303
Bedford Stuyvesant,"$100,000 to $199,999",2011,Number,3436,303
Bedford Stuyvesant,"$100,000 to $199,999",2011,Percent,0.12558,303
Bedford Stuyvesant,"$200,000 or more",2011,Number,747,303
Bedford Stuyvesant,"$200,000 or more",2011,Percent,0.0273,303
Bushwick,"Under $15,000",2011,Number,6335,304
Bushwick,"Under $15,000",2011,Percent,0.21863,304
Bushwick,"$15,000 to $24,999",2011,Number,4438,304
Bushwick,"$15,000 to $24,999",2011,Percent,0.15316,304
Bushwick,"$25,000 to $34,999",2011,Number,4147,304
Bushwick,"$25,000 to $34,999",2011,Percent,0.14312,304
Bushwick,"$35,000 to $49,999",2011,Number,3894,304
Bushwick,"$35,000 to $49,999",2011,Percent,0.13439,304
Bushwick,"$50,000 to $74,999",2011,Number,4978,304
Bushwick,"$50,000 to $74,999",2011,Percent,0.1718,304
Bushwick,"$75,000 to $99,999",2011,Number,2378,304
Bushwick,"$75,000 to $99,999",2011,Percent,0.08207,304
Bushwick,"$100,000 to $199,999",2011,Number,2662,304
Bushwick,"$100,000 to $199,999",2011,Percent,0.09187,304
Bushwick,"$200,000 or more",2011,Number,144,304
Bushwick,"$200,000 or more",2011,Percent,0.00497,304
East New York,"Under $15,000",2011,Number,8959,305
East New York,"Under $15,000",2011,Percent,0.25868,305
East New York,"$15,000 to $24,999",2011,Number,5183,305
East New York,"$15,000 to $24,999",2011,Percent,0.14965,305
East New York,"$25,000 to $34,999",2011,Number,3468,305
East New York,"$25,000 to $34,999",2011,Percent,0.10013,305
East New York,"$35,000 to $49,999",2011,Number,5336,305
East New York,"$35,000 to $49,999",2011,Percent,0.15407,305
East New York,"$50,000 to $74,999",2011,Number,5985,305
East New York,"$50,000 to $74,999",2011,Percent,0.17281,305
East New York,"$75,000 to $99,999",2011,Number,2392,305
East New York,"$75,000 to $99,999",2011,Percent,0.06907,305
East New York,"$100,000 to $199,999",2011,Number,3160,305
East New York,"$100,000 to $199,999",2011,Percent,0.09124,305
East New York,"$200,000 or more",2011,Number,151,305
East New York,"$200,000 or more",2011,Percent,0.00436,305
Park Slope,"Under $15,000",2011,Number,1525,306
Park Slope,"Under $15,000",2011,Percent,0.06032,306
Park Slope,"$15,000 to $24,999",2011,Number,1115,306
Park Slope,"$15,000 to $24,999",2011,Percent,0.0441,306
Park Slope,"$25,000 to $34,999",2011,Number,696,306
Park Slope,"$25,000 to $34,999",2011,Percent,0.02753,306
Park Slope,"$35,000 to $49,999",2011,Number,1868,306
Park Slope,"$35,000 to $49,999",2011,Percent,0.07388,306
Park Slope,"$50,000 to $74,999",2011,Number,3560,306
Park Slope,"$50,000 to $74,999",2011,Percent,0.14081,306
Park Slope,"$75,000 to $99,999",2011,Number,2763,306
Park Slope,"$75,000 to $99,999",2011,Percent,0.10928,306
Park Slope,"$100,000 to $199,999",2011,Number,7956,306
Park Slope,"$100,000 to $199,999",2011,Percent,0.31468,306
Park Slope,"$200,000 or more",2011,Number,5800,306
Park Slope,"$200,000 or more",2011,Percent,0.2294,306
Sunset Park,"Under $15,000",2011,Number,4188,307
Sunset Park,"Under $15,000",2011,Percent,0.13279,307
Sunset Park,"$15,000 to $24,999",2011,Number,4792,307
Sunset Park,"$15,000 to $24,999",2011,Percent,0.15194,307
Sunset Park,"$25,000 to $34,999",2011,Number,3837,307
Sunset Park,"$25,000 to $34,999",2011,Percent,0.12166,307
Sunset Park,"$35,000 to $49,999",2011,Number,5431,307
Sunset Park,"$35,000 to $49,999",2011,Percent,0.1722,307
Sunset Park,"$50,000 to $74,999",2011,Number,4781,307
Sunset Park,"$50,000 to $74,999",2011,Percent,0.15159,307
Sunset Park,"$75,000 to $99,999",2011,Number,3074,307
Sunset Park,"$75,000 to $99,999",2011,Percent,0.09747,307
Sunset Park,"$100,000 to $199,999",2011,Number,3952,307
Sunset Park,"$100,000 to $199,999",2011,Percent,0.12531,307
Sunset Park,"$200,000 or more",2011,Number,1484,307
Sunset Park,"$200,000 or more",2011,Percent,0.04705,307
Crown Heights North,"Under $15,000",2011,Number,5447,308
Crown Heights North,"Under $15,000",2011,Percent,0.21169,308
Crown Heights North,"$15,000 to $24,999",2011,Number,3449,308
Crown Heights North,"$15,000 to $24,999",2011,Percent,0.13404,308
Crown Heights North,"$25,000 to $34,999",2011,Number,2601,308
Crown Heights North,"$25,000 to $34,999",2011,Percent,0.10108,308
Crown Heights North,"$35,000 to $49,999",2011,Number,2965,308
Crown Heights North,"$35,000 to $49,999",2011,Percent,0.11523,308
Crown Heights North,"$50,000 to $74,999",2011,Number,4523,308
Crown Heights North,"$50,000 to $74,999",2011,Percent,0.17578,308
Crown Heights North,"$75,000 to $99,999",2011,Number,2559,308
Crown Heights North,"$75,000 to $99,999",2011,Percent,0.09945,308
Crown Heights North,"$100,000 to $199,999",2011,Number,3149,308
Crown Heights North,"$100,000 to $199,999",2011,Percent,0.12238,308
Crown Heights North,"$200,000 or more",2011,Number,1038,308
Crown Heights North,"$200,000 or more",2011,Percent,0.04034,308
Crown Heights South,"Under $15,000",2011,Number,3555,309
Crown Heights South,"Under $15,000",2011,Percent,0.13912,309
Crown Heights South,"$15,000 to $24,999",2011,Number,2863,309
Crown Heights South,"$15,000 to $24,999",2011,Percent,0.11204,309
Crown Heights South,"$25,000 to $34,999",2011,Number,2876,309
Crown Heights South,"$25,000 to $34,999",2011,Percent,0.11255,309
Crown Heights South,"$35,000 to $49,999",2011,Number,4162,309
Crown Heights South,"$35,000 to $49,999",2011,Percent,0.16288,309
Crown Heights South,"$50,000 to $74,999",2011,Number,5193,309
Crown Heights South,"$50,000 to $74,999",2011,Percent,0.20322,309
Crown Heights South,"$75,000 to $99,999",2011,Number,3316,309
Crown Heights South,"$75,000 to $99,999",2011,Percent,0.12977,309
Crown Heights South,"$100,000 to $199,999",2011,Number,3057,309
Crown Heights South,"$100,000 to $199,999",2011,Percent,0.11963,309
Crown Heights South,"$200,000 or more",2011,Number,531,309
Crown Heights South,"$200,000 or more",2011,Percent,0.02078,309
Bay Ridge,"Under $15,000",2011,Number,2160,310
Bay Ridge,"Under $15,000",2011,Percent,0.07054,310
Bay Ridge,"$15,000 to $24,999",2011,Number,2638,310
Bay Ridge,"$15,000 to $24,999",2011,Percent,0.08614,310
Bay Ridge,"$25,000 to $34,999",2011,Number,3194,310
Bay Ridge,"$25,000 to $34,999",2011,Percent,0.1043,310
Bay Ridge,"$35,000 to $49,999",2011,Number,3568,310
Bay Ridge,"$35,000 to $49,999",2011,Percent,0.11651,310
Bay Ridge,"$50,000 to $74,999",2011,Number,5877,310
Bay Ridge,"$50,000 to $74,999",2011,Percent,0.19191,310
Bay Ridge,"$75,000 to $99,999",2011,Number,3445,310
Bay Ridge,"$75,000 to $99,999",2011,Percent,0.1125,310
Bay Ridge,"$100,000 to $199,999",2011,Number,7610,310
Bay Ridge,"$100,000 to $199,999",2011,Percent,0.24851,310
Bay Ridge,"$200,000 or more",2011,Number,2131,310
Bay Ridge,"$200,000 or more",2011,Percent,0.06959,310
Bensonhurst,"Under $15,000",2011,Number,5188,311
Bensonhurst,"Under $15,000",2011,Percent,0.11544,311
Bensonhurst,"$15,000 to $24,999",2011,Number,5224,311
Bensonhurst,"$15,000 to $24,999",2011,Percent,0.11624,311
Bensonhurst,"$25,000 to $34,999",2011,Number,4416,311
Bensonhurst,"$25,000 to $34,999",2011,Percent,0.09826,311
Bensonhurst,"$35,000 to $49,999",2011,Number,6443,311
Bensonhurst,"$35,000 to $49,999",2011,Percent,0.14337,311
Bensonhurst,"$50,000 to $74,999",2011,Number,7889,311
Bensonhurst,"$50,000 to $74,999",2011,Percent,0.17555,311
Bensonhurst,"$75,000 to $99,999",2011,Number,6536,311
Bensonhurst,"$75,000 to $99,999",2011,Percent,0.14544,311
Bensonhurst,"$100,000 to $199,999",2011,Number,7823,311
Bensonhurst,"$100,000 to $199,999",2011,Percent,0.17408,311
Bensonhurst,"$200,000 or more",2011,Number,1421,311
Bensonhurst,"$200,000 or more",2011,Percent,0.03162,311
Borough Park,"Under $15,000",2011,Number,4661,312
Borough Park,"Under $15,000",2011,Percent,0.14173,312
Borough Park,"$15,000 to $24,999",2011,Number,5424,312
Borough Park,"$15,000 to $24,999",2011,Percent,0.16493,312
Borough Park,"$25,000 to $34,999",2011,Number,4639,312
Borough Park,"$25,000 to $34,999",2011,Percent,0.14106,312
Borough Park,"$35,000 to $49,999",2011,Number,3699,312
Borough Park,"$35,000 to $49,999",2011,Percent,0.11248,312
Borough Park,"$50,000 to $74,999",2011,Number,5781,312
Borough Park,"$50,000 to $74,999",2011,Percent,0.17578,312
Borough Park,"$75,000 to $99,999",2011,Number,2718,312
Borough Park,"$75,000 to $99,999",2011,Percent,0.08265,312
Borough Park,"$100,000 to $199,999",2011,Number,5066,312
Borough Park,"$100,000 to $199,999",2011,Percent,0.15404,312
Borough Park,"$200,000 or more",2011,Number,899,312
Borough Park,"$200,000 or more",2011,Percent,0.02734,312
Coney Island,"Under $15,000",2011,Number,3758,313
Coney Island,"Under $15,000",2011,Percent,0.15365,313
Coney Island,"$15,000 to $24,999",2011,Number,3648,313
Coney Island,"$15,000 to $24,999",2011,Percent,0.14915,313
Coney Island,"$25,000 to $34,999",2011,Number,2586,313
Coney Island,"$25,000 to $34,999",2011,Percent,0.10573,313
Coney Island,"$35,000 to $49,999",2011,Number,2849,313
Coney Island,"$35,000 to $49,999",2011,Percent,0.11649,313
Coney Island,"$50,000 to $74,999",2011,Number,4254,313
Coney Island,"$50,000 to $74,999",2011,Percent,0.17393,313
Coney Island,"$75,000 to $99,999",2011,Number,2085,313
Coney Island,"$75,000 to $99,999",2011,Percent,0.08525,313
Coney Island,"$100,000 to $199,999",2011,Number,4572,313
Coney Island,"$100,000 to $199,999",2011,Percent,0.18693,313
Coney Island,"$200,000 or more",2011,Number,706,313
Coney Island,"$200,000 or more",2011,Percent,0.02887,313
Flatbush/Midwood,"Under $15,000",2011,Number,5080,314
Flatbush/Midwood,"Under $15,000",2011,Percent,0.14431,314
Flatbush/Midwood,"$15,000 to $24,999",2011,Number,3773,314
Flatbush/Midwood,"$15,000 to $24,999",2011,Percent,0.10718,314
Flatbush/Midwood,"$25,000 to $34,999",2011,Number,3883,314
Flatbush/Midwood,"$25,000 to $34,999",2011,Percent,0.11031,314
Flatbush/Midwood,"$35,000 to $49,999",2011,Number,5305,314
Flatbush/Midwood,"$35,000 to $49,999",2011,Percent,0.15071,314
Flatbush/Midwood,"$50,000 to $74,999",2011,Number,6622,314
Flatbush/Midwood,"$50,000 to $74,999",2011,Percent,0.18812,314
Flatbush/Midwood,"$75,000 to $99,999",2011,Number,3054,314
Flatbush/Midwood,"$75,000 to $99,999",2011,Percent,0.08676,314
Flatbush/Midwood,"$100,000 to $199,999",2011,Number,5675,314
Flatbush/Midwood,"$100,000 to $199,999",2011,Percent,0.16122,314
Flatbush/Midwood,"$200,000 or more",2011,Number,1809,314
Flatbush/Midwood,"$200,000 or more",2011,Percent,0.05139,314
Sheepshead Bay,"Under $15,000",2011,Number,3950,315
Sheepshead Bay,"Under $15,000",2011,Percent,0.10914,315
Sheepshead Bay,"$15,000 to $24,999",2011,Number,3424,315
Sheepshead Bay,"$15,000 to $24,999",2011,Percent,0.0946,315
Sheepshead Bay,"$25,000 to $34,999",2011,Number,3082,315
Sheepshead Bay,"$25,000 to $34,999",2011,Percent,0.08515,315
Sheepshead Bay,"$35,000 to $49,999",2011,Number,5052,315
Sheepshead Bay,"$35,000 to $49,999",2011,Percent,0.13959,315
Sheepshead Bay,"$50,000 to $74,999",2011,Number,6503,315
Sheepshead Bay,"$50,000 to $74,999",2011,Percent,0.17968,315
Sheepshead Bay,"$75,000 to $99,999",2011,Number,3679,315
Sheepshead Bay,"$75,000 to $99,999",2011,Percent,0.10165,315
Sheepshead Bay,"$100,000 to $199,999",2011,Number,8596,315
Sheepshead Bay,"$100,000 to $199,999",2011,Percent,0.2375,315
Sheepshead Bay,"$200,000 or more",2011,Number,1907,315
Sheepshead Bay,"$200,000 or more",2011,Percent,0.05269,315
Brownsville,"Under $15,000",2011,Number,9208,316
Brownsville,"Under $15,000",2011,Percent,0.3123,316
Brownsville,"$15,000 to $24,999",2011,Number,4417,316
Brownsville,"$15,000 to $24,999",2011,Percent,0.14981,316
Brownsville,"$25,000 to $34,999",2011,Number,3626,316
Brownsville,"$25,000 to $34,999",2011,Percent,0.12298,316
Brownsville,"$35,000 to $49,999",2011,Number,3347,316
Brownsville,"$35,000 to $49,999",2011,Percent,0.11352,316
Brownsville,"$50,000 to $74,999",2011,Number,3754,316
Brownsville,"$50,000 to $74,999",2011,Percent,0.12732,316
Brownsville,"$75,000 to $99,999",2011,Number,2290,316
Brownsville,"$75,000 to $99,999",2011,Percent,0.07767,316
Brownsville,"$100,000 to $199,999",2011,Number,2553,316
Brownsville,"$100,000 to $199,999",2011,Percent,0.08659,316
Brownsville,"$200,000 or more",2011,Number,289,316
Brownsville,"$200,000 or more",2011,Percent,0.0098,316
East Flatbush,"Under $15,000",2011,Number,3840,317
East Flatbush,"Under $15,000",2011,Percent,0.11872,317
East Flatbush,"$15,000 to $24,999",2011,Number,3388,317
East Flatbush,"$15,000 to $24,999",2011,Percent,0.10475,317
East Flatbush,"$25,000 to $34,999",2011,Number,2944,317
East Flatbush,"$25,000 to $34,999",2011,Percent,0.09102,317
East Flatbush,"$35,000 to $49,999",2011,Number,4344,317
East Flatbush,"$35,000 to $49,999",2011,Percent,0.1343,317
East Flatbush,"$50,000 to $74,999",2011,Number,7656,317
East Flatbush,"$50,000 to $74,999",2011,Percent,0.2367,317
East Flatbush,"$75,000 to $99,999",2011,Number,4127,317
East Flatbush,"$75,000 to $99,999",2011,Percent,0.12759,317
East Flatbush,"$100,000 to $199,999",2011,Number,5517,317
East Flatbush,"$100,000 to $199,999",2011,Percent,0.17057,317
East Flatbush,"$200,000 or more",2011,Number,529,317
East Flatbush,"$200,000 or more",2011,Percent,0.01635,317
Canarsie,"Under $15,000",2011,Number,3616,318
Canarsie,"Under $15,000",2011,Percent,0.07272,318
Canarsie,"$15,000 to $24,999",2011,Number,3667,318
Canarsie,"$15,000 to $24,999",2011,Percent,0.07375,318
Canarsie,"$25,000 to $34,999",2011,Number,4339,318
Canarsie,"$25,000 to $34,999",2011,Percent,0.08726,318
Canarsie,"$35,000 to $49,999",2011,Number,6419,318
Canarsie,"$35,000 to $49,999",2011,Percent,0.1291,318
Canarsie,"$50,000 to $74,999",2011,Number,9139,318
Canarsie,"$50,000 to $74,999",2011,Percent,0.1838,318
Canarsie,"$75,000 to $99,999",2011,Number,8968,318
Canarsie,"$75,000 to $99,999",2011,Percent,0.18036,318
Canarsie,"$100,000 to $199,999",2011,Number,11720,318
Canarsie,"$100,000 to $199,999",2011,Percent,0.23571,318
Canarsie,"$200,000 or more",2011,Number,1855,318
Canarsie,"$200,000 or more",2011,Percent,0.03731,318
Astoria,"Under $15,000",2011,Number,4247,401
Astoria,"Under $15,000",2011,Percent,0.11533,401
Astoria,"$15,000 to $24,999",2011,Number,5235,401
Astoria,"$15,000 to $24,999",2011,Percent,0.14216,401
Astoria,"$25,000 to $34,999",2011,Number,3890,401
Astoria,"$25,000 to $34,999",2011,Percent,0.10564,401
Astoria,"$35,000 to $49,999",2011,Number,4969,401
Astoria,"$35,000 to $49,999",2011,Percent,0.13494,401
Astoria,"$50,000 to $74,999",2011,Number,5795,401
Astoria,"$50,000 to $74,999",2011,Percent,0.15737,401
Astoria,"$75,000 to $99,999",2011,Number,3838,401
Astoria,"$75,000 to $99,999",2011,Percent,0.10423,401
Astoria,"$100,000 to $199,999",2011,Number,7613,401
Astoria,"$100,000 to $199,999",2011,Percent,0.20674,401
Astoria,"$200,000 or more",2011,Number,1237,401
Astoria,"$200,000 or more",2011,Percent,0.03359,401
Sunnyside/Woodside,"Under $15,000",2011,Number,2754,402
Sunnyside/Woodside,"Under $15,000",2011,Percent,0.09707,402
Sunnyside/Woodside,"$15,000 to $24,999",2011,Number,3342,402
Sunnyside/Woodside,"$15,000 to $24,999",2011,Percent,0.1178,402
Sunnyside/Woodside,"$25,000 to $34,999",2011,Number,2500,402
