"Name","Household Income"
"Description","Households by income level."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Summary Table B19001 (2005-2018); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Income Level,TimeFrame,DataFormat,Data,Fips
St. George,"$100,000 to $199,999",2006,Percent,0.19952,501
South Beach,"$100,000 to $199,999",2006,Percent,0.24522,502
Tottenville,"$100,000 to $199,999",2006,Percent,0.32577,503
Bronx,"$100,000 to $199,999",2006,Percent,0.07403,36005
Brooklyn,"$100,000 to $199,999",2006,Percent,0.12428,36047
Manhattan,"$100,000 to $199,999",2006,Percent,0.18337,36061
Queens,"$100,000 to $199,999",2006,Percent,0.16223,36081
Staten Island,"$100,000 to $199,999",2006,Percent,0.25697,36085
New York City,"$100,000 to $199,999",2006,Percent,0.14789,3651000
Battery Park/Tribeca,"$15,000 to $24,999",2006,Number,1598.81785,101
Greenwich Village,"$15,000 to $24,999",2006,Number,2360.18215,102
Lower East Side,"$15,000 to $24,999",2006,Number,9122,103
Chelsea/Clinton,"$15,000 to $24,999",2006,Number,3850.74433,104
Midtown Business District,"$15,000 to $24,999",2006,Number,1927.25567,105
Murray Hill/Stuyvesant,"$15,000 to $24,999",2006,Number,4733,106
Upper West Side,"$15,000 to $24,999",2006,Number,5106,107
Upper East Side,"$15,000 to $24,999",2006,Number,4746,108
Manhattanville,"$15,000 to $24,999",2006,Number,6819,109
Central Harlem,"$15,000 to $24,999",2006,Number,7069,110
East Harlem,"$15,000 to $24,999",2006,Number,7315,111
Washington Heights,"$15,000 to $24,999",2006,Number,11093,112
Mott Haven,"$15,000 to $24,999",2006,Number,4531.47035,201
Hunts Point,"$15,000 to $24,999",2006,Number,2587.52965,202
Morrisania,"$15,000 to $24,999",2006,Number,4324.94682,203
Concourse/Highbridge,"$15,000 to $24,999",2006,Number,5558,204
University Heights,"$15,000 to $24,999",2006,Number,6696,205
East Tremont,"$15,000 to $24,999",2006,Number,4515.05318,206
Bedford Park,"$15,000 to $24,999",2006,Number,7238,207
Riverdale,"$15,000 to $24,999",2006,Number,4981,208
Unionport/Soundview,"$15,000 to $24,999",2006,Number,6940,209
Throgs Neck,"$15,000 to $24,999",2006,Number,4895,210
Pelham Parkway,"$15,000 to $24,999",2006,Number,4853,211
Williamsbridge,"$15,000 to $24,999",2006,Number,5309,212
Williamsburg/Greenpoint,"$15,000 to $24,999",2006,Number,6440,301
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2006,Number,3824,302
Bedford Stuyvesant,"$15,000 to $24,999",2006,Number,5149,303
Bushwick,"$15,000 to $24,999",2006,Number,5621,304
East New York,"$15,000 to $24,999",2006,Number,7956,305
Park Slope,"$15,000 to $24,999",2006,Number,2799,306
Sunset Park,"$15,000 to $24,999",2006,Number,5657,307
Crown Heights North,"$15,000 to $24,999",2006,Number,6059,308
Crown Heights South,"$15,000 to $24,999",2006,Number,5089,309
Bay Ridge,"$15,000 to $24,999",2006,Number,4040,310
Bensonhurst,"$15,000 to $24,999",2006,Number,7670,311
Borough Park,"$15,000 to $24,999",2006,Number,6702,312
Coney Island,"$15,000 to $24,999",2006,Number,5019,313
Flatbush/Midwood,"$15,000 to $24,999",2006,Number,7403,314
Sheepshead Bay,"$15,000 to $24,999",2006,Number,6900,315
Brownsville,"$15,000 to $24,999",2006,Number,5511,316
East Flatbush,"$15,000 to $24,999",2006,Number,5813,317
Canarsie,"$15,000 to $24,999",2006,Number,4627,318
Astoria,"$15,000 to $24,999",2006,Number,10159,401
Sunnyside/Woodside,"$15,000 to $24,999",2006,Number,5199,402
Jackson Heights,"$15,000 to $24,999",2006,Number,7061,403
Elmhurst/Corona,"$15,000 to $24,999",2006,Number,5486,404
Ridgewood/Glendale,"$15,000 to $24,999",2006,Number,7165,405
Rego Park/Forest Hills,"$15,000 to $24,999",2006,Number,4966,406
Flushing,"$15,000 to $24,999",2006,Number,9970,407
Fresh Meadows/Briarwood,"$15,000 to $24,999",2006,Number,4165,408
Woodhaven,"$15,000 to $24,999",2006,Number,4895,409
Howard Beach,"$15,000 to $24,999",2006,Number,3379,410
Bayside,"$15,000 to $24,999",2006,Number,4203,411
Jamaica/St. Albans,"$15,000 to $24,999",2006,Number,7184,412
Queens Village,"$15,000 to $24,999",2006,Number,4028,413
The Rockaways,"$15,000 to $24,999",2006,Number,4241,414
St. George,"$15,000 to $24,999",2006,Number,5213,501
South Beach,"$15,000 to $24,999",2006,Number,3261,502
Tottenville,"$15,000 to $24,999",2006,Number,3727,503
Bronx,"$15,000 to $24,999",2006,Number,62429,36005
Brooklyn,"$15,000 to $24,999",2006,Number,102279,36047
Manhattan,"$15,000 to $24,999",2006,Number,65740,36061
Queens,"$15,000 to $24,999",2006,Number,82101,36081
Staten Island,"$15,000 to $24,999",2006,Number,12201,36085
New York City,"$15,000 to $24,999",2006,Number,324750,3651000
Battery Park/Tribeca,"$15,000 to $24,999",2006,Percent,0.05428,101
Greenwich Village,"$15,000 to $24,999",2006,Percent,0.05428,102
Lower East Side,"$15,000 to $24,999",2006,Percent,0.12345,103
Chelsea/Clinton,"$15,000 to $24,999",2006,Percent,0.07563,104
Midtown Business District,"$15,000 to $24,999",2006,Percent,0.07563,105
Murray Hill/Stuyvesant,"$15,000 to $24,999",2006,Percent,0.0597,106
Upper West Side,"$15,000 to $24,999",2006,Percent,0.04731,107
Upper East Side,"$15,000 to $24,999",2006,Percent,0.04144,108
Manhattanville,"$15,000 to $24,999",2006,Percent,0.14743,109
Central Harlem,"$15,000 to $24,999",2006,Percent,0.14547,110
East Harlem,"$15,000 to $24,999",2006,Percent,0.16013,111
Washington Heights,"$15,000 to $24,999",2006,Percent,0.15813,112
Mott Haven,"$15,000 to $24,999",2006,Percent,0.16857,201
Hunts Point,"$15,000 to $24,999",2006,Percent,0.16857,202
Morrisania,"$15,000 to $24,999",2006,Percent,0.16909,203
Concourse/Highbridge,"$15,000 to $24,999",2006,Percent,0.12073,204
University Heights,"$15,000 to $24,999",2006,Percent,0.15721,205
East Tremont,"$15,000 to $24,999",2006,Percent,0.16909,206
Bedford Park,"$15,000 to $24,999",2006,Percent,0.16004,207
Riverdale,"$15,000 to $24,999",2006,Percent,0.11582,208
Unionport/Soundview,"$15,000 to $24,999",2006,Percent,0.10637,209
Throgs Neck,"$15,000 to $24,999",2006,Percent,0.11244,210
Pelham Parkway,"$15,000 to $24,999",2006,Percent,0.11122,211
Williamsbridge,"$15,000 to $24,999",2006,Percent,0.11282,212
Williamsburg/Greenpoint,"$15,000 to $24,999",2006,Percent,0.12432,301
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2006,Percent,0.07925,302
Bedford Stuyvesant,"$15,000 to $24,999",2006,Percent,0.12151,303
Bushwick,"$15,000 to $24,999",2006,Percent,0.1454,304
East New York,"$15,000 to $24,999",2006,Percent,0.15976,305
Park Slope,"$15,000 to $24,999",2006,Percent,0.06047,306
Sunset Park,"$15,000 to $24,999",2006,Percent,0.1227,307
Crown Heights North,"$15,000 to $24,999",2006,Percent,0.12564,308
Crown Heights South,"$15,000 to $24,999",2006,Percent,0.12788,309
Bay Ridge,"$15,000 to $24,999",2006,Percent,0.08625,310
Bensonhurst,"$15,000 to $24,999",2006,Percent,0.12531,311
Borough Park,"$15,000 to $24,999",2006,Percent,0.14879,312
Coney Island,"$15,000 to $24,999",2006,Percent,0.11614,313
Flatbush/Midwood,"$15,000 to $24,999",2006,Percent,0.13029,314
Sheepshead Bay,"$15,000 to $24,999",2006,Percent,0.1226,315
Brownsville,"$15,000 to $24,999",2006,Percent,0.13945,316
East Flatbush,"$15,000 to $24,999",2006,Percent,0.12137,317
Canarsie,"$15,000 to $24,999",2006,Percent,0.07222,318
Astoria,"$15,000 to $24,999",2006,Percent,0.13183,401
Sunnyside/Woodside,"$15,000 to $24,999",2006,Percent,0.10581,402
Jackson Heights,"$15,000 to $24,999",2006,Percent,0.13186,403
Elmhurst/Corona,"$15,000 to $24,999",2006,Percent,0.12265,404
Ridgewood/Glendale,"$15,000 to $24,999",2006,Percent,0.11429,405
Rego Park/Forest Hills,"$15,000 to $24,999",2006,Percent,0.09649,406
Flushing,"$15,000 to $24,999",2006,Percent,0.1139,407
Fresh Meadows/Briarwood,"$15,000 to $24,999",2006,Percent,0.07947,408
Woodhaven,"$15,000 to $24,999",2006,Percent,0.11353,409
Howard Beach,"$15,000 to $24,999",2006,Percent,0.0909,410
Bayside,"$15,000 to $24,999",2006,Percent,0.08995,411
Jamaica/St. Albans,"$15,000 to $24,999",2006,Percent,0.10841,412
Queens Village,"$15,000 to $24,999",2006,Percent,0.06246,413
The Rockaways,"$15,000 to $24,999",2006,Percent,0.10935,414
St. George,"$15,000 to $24,999",2006,Percent,0.0858,501
South Beach,"$15,000 to $24,999",2006,Percent,0.0694,502
Tottenville,"$15,000 to $24,999",2006,Percent,0.06343,503
Bronx,"$15,000 to $24,999",2006,Percent,0.13259,36005
Brooklyn,"$15,000 to $24,999",2006,Percent,0.11727,36047
Manhattan,"$15,000 to $24,999",2006,Percent,0.08936,36061
Queens,"$15,000 to $24,999",2006,Percent,0.10592,36081
Staten Island,"$15,000 to $24,999",2006,Percent,0.07328,36085
New York City,"$15,000 to $24,999",2006,Percent,0.10752,3651000
Battery Park/Tribeca,"$200,000 or more",2006,Number,6693.712,101
Greenwich Village,"$200,000 or more",2006,Number,9881.288,102
Lower East Side,"$200,000 or more",2006,Number,2398,103
Chelsea/Clinton,"$200,000 or more",2006,Number,7996.05927,104
Midtown Business District,"$200,000 or more",2006,Number,4001.94073,105
Murray Hill/Stuyvesant,"$200,000 or more",2006,Number,14372,106
Upper West Side,"$200,000 or more",2006,Number,26934,107
Upper East Side,"$200,000 or more",2006,Number,27164,108
Manhattanville,"$200,000 or more",2006,Number,2079,109
Central Harlem,"$200,000 or more",2006,Number,905,110
East Harlem,"$200,000 or more",2006,Number,1098,111
Washington Heights,"$200,000 or more",2006,Number,611,112
Mott Haven,"$200,000 or more",2006,Number,0,201
Hunts Point,"$200,000 or more",2006,Number,0,202
Morrisania,"$200,000 or more",2006,Number,25.44086,203
Concourse/Highbridge,"$200,000 or more",2006,Number,0,204
University Heights,"$200,000 or more",2006,Number,58,205
East Tremont,"$200,000 or more",2006,Number,26.55914,206
Bedford Park,"$200,000 or more",2006,Number,138,207
Riverdale,"$200,000 or more",2006,Number,1680,208
Unionport/Soundview,"$200,000 or more",2006,Number,476,209
Throgs Neck,"$200,000 or more",2006,Number,482,210
Pelham Parkway,"$200,000 or more",2006,Number,466,211
Williamsbridge,"$200,000 or more",2006,Number,511,212
Williamsburg/Greenpoint,"$200,000 or more",2006,Number,1053,301
Fort Greene/Brooklyn Hts,"$200,000 or more",2006,Number,3433,302
Bedford Stuyvesant,"$200,000 or more",2006,Number,549,303
Bushwick,"$200,000 or more",2006,Number,47,304
East New York,"$200,000 or more",2006,Number,232,305
Park Slope,"$200,000 or more",2006,Number,5284,306
Sunset Park,"$200,000 or more",2006,Number,1034,307
Crown Heights North,"$200,000 or more",2006,Number,824,308
Crown Heights South,"$200,000 or more",2006,Number,405,309
Bay Ridge,"$200,000 or more",2006,Number,1730,310
Bensonhurst,"$200,000 or more",2006,Number,776,311
Borough Park,"$200,000 or more",2006,Number,1019,312
Coney Island,"$200,000 or more",2006,Number,426,313
Flatbush/Midwood,"$200,000 or more",2006,Number,1538,314
Sheepshead Bay,"$200,000 or more",2006,Number,1988,315
Brownsville,"$200,000 or more",2006,Number,213,316
East Flatbush,"$200,000 or more",2006,Number,545,317
Canarsie,"$200,000 or more",2006,Number,1246,318
Astoria,"$200,000 or more",2006,Number,923,401
Sunnyside/Woodside,"$200,000 or more",2006,Number,922,402
Jackson Heights,"$200,000 or more",2006,Number,559,403
Elmhurst/Corona,"$200,000 or more",2006,Number,442,404
Ridgewood/Glendale,"$200,000 or more",2006,Number,1183,405
Rego Park/Forest Hills,"$200,000 or more",2006,Number,2253,406
Flushing,"$200,000 or more",2006,Number,2417,407
Fresh Meadows/Briarwood,"$200,000 or more",2006,Number,1239,408
Woodhaven,"$200,000 or more",2006,Number,701,409
Howard Beach,"$200,000 or more",2006,Number,389,410
Bayside,"$200,000 or more",2006,Number,2982,411
Jamaica/St. Albans,"$200,000 or more",2006,Number,793,412
Queens Village,"$200,000 or more",2006,Number,2110,413
The Rockaways,"$200,000 or more",2006,Number,1082,414
St. George,"$200,000 or more",2006,Number,1883,501
South Beach,"$200,000 or more",2006,Number,2274,502
Tottenville,"$200,000 or more",2006,Number,4130,503
Bronx,"$200,000 or more",2006,Number,3863,36005
Brooklyn,"$200,000 or more",2006,Number,22342,36047
Manhattan,"$200,000 or more",2006,Number,104134,36061
Queens,"$200,000 or more",2006,Number,17995,36081
Staten Island,"$200,000 or more",2006,Number,8287,36085
New York City,"$200,000 or more",2006,Number,156621,3651000
Battery Park/Tribeca,"$200,000 or more",2006,Percent,0.22724,101
Greenwich Village,"$200,000 or more",2006,Percent,0.22724,102
Lower East Side,"$200,000 or more",2006,Percent,0.03245,103
Chelsea/Clinton,"$200,000 or more",2006,Percent,0.15705,104
Midtown Business District,"$200,000 or more",2006,Percent,0.15705,105
Murray Hill/Stuyvesant,"$200,000 or more",2006,Percent,0.18129,106
Upper West Side,"$200,000 or more",2006,Percent,0.24958,107
Upper East Side,"$200,000 or more",2006,Percent,0.23717,108
Manhattanville,"$200,000 or more",2006,Percent,0.04495,109
Central Harlem,"$200,000 or more",2006,Percent,0.01862,110
East Harlem,"$200,000 or more",2006,Percent,0.02404,111
Washington Heights,"$200,000 or more",2006,Percent,0.00871,112
Mott Haven,"$200,000 or more",2006,Percent,0,201
Hunts Point,"$200,000 or more",2006,Percent,0,202
Morrisania,"$200,000 or more",2006,Percent,0.00099,203
Concourse/Highbridge,"$200,000 or more",2006,Percent,0,204
University Heights,"$200,000 or more",2006,Percent,0.00136,205
East Tremont,"$200,000 or more",2006,Percent,0.00099,206
Bedford Park,"$200,000 or more",2006,Percent,0.00305,207
Riverdale,"$200,000 or more",2006,Percent,0.03906,208
Unionport/Soundview,"$200,000 or more",2006,Percent,0.0073,209
Throgs Neck,"$200,000 or more",2006,Percent,0.01107,210
Pelham Parkway,"$200,000 or more",2006,Percent,0.01068,211
Williamsbridge,"$200,000 or more",2006,Percent,0.01086,212
Williamsburg/Greenpoint,"$200,000 or more",2006,Percent,0.02033,301
Fort Greene/Brooklyn Hts,"$200,000 or more",2006,Percent,0.07115,302
Bedford Stuyvesant,"$200,000 or more",2006,Percent,0.01296,303
Bushwick,"$200,000 or more",2006,Percent,0.00122,304
East New York,"$200,000 or more",2006,Percent,0.00466,305
Park Slope,"$200,000 or more",2006,Percent,0.11416,306
Sunset Park,"$200,000 or more",2006,Percent,0.02243,307
Crown Heights North,"$200,000 or more",2006,Percent,0.01709,308
Crown Heights South,"$200,000 or more",2006,Percent,0.01018,309
Bay Ridge,"$200,000 or more",2006,Percent,0.03694,310
Bensonhurst,"$200,000 or more",2006,Percent,0.01268,311
Borough Park,"$200,000 or more",2006,Percent,0.02262,312
Coney Island,"$200,000 or more",2006,Percent,0.00986,313
Flatbush/Midwood,"$200,000 or more",2006,Percent,0.02707,314
Sheepshead Bay,"$200,000 or more",2006,Percent,0.03532,315
Brownsville,"$200,000 or more",2006,Percent,0.00539,316
East Flatbush,"$200,000 or more",2006,Percent,0.01138,317
Canarsie,"$200,000 or more",2006,Percent,0.01945,318
Astoria,"$200,000 or more",2006,Percent,0.01198,401
Sunnyside/Woodside,"$200,000 or more",2006,Percent,0.01877,402
Jackson Heights,"$200,000 or more",2006,Percent,0.01044,403
Elmhurst/Corona,"$200,000 or more",2006,Percent,0.00988,404
Ridgewood/Glendale,"$200,000 or more",2006,Percent,0.01887,405
Rego Park/Forest Hills,"$200,000 or more",2006,Percent,0.04378,406
Flushing,"$200,000 or more",2006,Percent,0.02761,407
Fresh Meadows/Briarwood,"$200,000 or more",2006,Percent,0.02364,408
Woodhaven,"$200,000 or more",2006,Percent,0.01626,409
Howard Beach,"$200,000 or more",2006,Percent,0.01046,410
Bayside,"$200,000 or more",2006,Percent,0.06382,411
Jamaica/St. Albans,"$200,000 or more",2006,Percent,0.01197,412
Queens Village,"$200,000 or more",2006,Percent,0.03272,413
The Rockaways,"$200,000 or more",2006,Percent,0.0279,414
St. George,"$200,000 or more",2006,Percent,0.03099,501
South Beach,"$200,000 or more",2006,Percent,0.0484,502
Tottenville,"$200,000 or more",2006,Percent,0.07029,503
Bronx,"$200,000 or more",2006,Percent,0.0082,36005
Brooklyn,"$200,000 or more",2006,Percent,0.02562,36047
Manhattan,"$200,000 or more",2006,Percent,0.14156,36061
Queens,"$200,000 or more",2006,Percent,0.02322,36081
Staten Island,"$200,000 or more",2006,Percent,0.04977,36085
New York City,"$200,000 or more",2006,Percent,0.05186,3651000
Battery Park/Tribeca,"$25,000 to $34,999",2006,Number,1258.37747,101
Greenwich Village,"$25,000 to $34,999",2006,Number,1857.62253,102
Lower East Side,"$25,000 to $34,999",2006,Number,7217,103
Chelsea/Clinton,"$25,000 to $34,999",2006,Number,4010.69217,104
Midtown Business District,"$25,000 to $34,999",2006,Number,2007.30783,105
Murray Hill/Stuyvesant,"$25,000 to $34,999",2006,Number,5090,106
Upper West Side,"$25,000 to $34,999",2006,Number,4690,107
Upper East Side,"$25,000 to $34,999",2006,Number,5579,108
Manhattanville,"$25,000 to $34,999",2006,Number,4354,109
Central Harlem,"$25,000 to $34,999",2006,Number,5814,110
East Harlem,"$25,000 to $34,999",2006,Number,4472,111
Washington Heights,"$25,000 to $34,999",2006,Number,8438,112
Mott Haven,"$25,000 to $34,999",2006,Number,2933.77537,201
Hunts Point,"$25,000 to $34,999",2006,Number,1675.22463,202
Morrisania,"$25,000 to $34,999",2006,Number,3351.83379,203
Concourse/Highbridge,"$25,000 to $34,999",2006,Number,6486,204
University Heights,"$25,000 to $34,999",2006,Number,4474,205
East Tremont,"$25,000 to $34,999",2006,Number,3499.16621,206
Bedford Park,"$25,000 to $34,999",2006,Number,6318,207
Riverdale,"$25,000 to $34,999",2006,Number,5191,208
Unionport/Soundview,"$25,000 to $34,999",2006,Number,8412,209
Throgs Neck,"$25,000 to $34,999",2006,Number,3869,210
Pelham Parkway,"$25,000 to $34,999",2006,Number,4753,211
Williamsbridge,"$25,000 to $34,999",2006,Number,6026,212
Williamsburg/Greenpoint,"$25,000 to $34,999",2006,Number,5761,301
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2006,Number,4358,302
Bedford Stuyvesant,"$25,000 to $34,999",2006,Number,3958,303
Bushwick,"$25,000 to $34,999",2006,Number,5433,304
East New York,"$25,000 to $34,999",2006,Number,5864,305
Park Slope,"$25,000 to $34,999",2006,Number,3567,306
Sunset Park,"$25,000 to $34,999",2006,Number,5004,307
Crown Heights North,"$25,000 to $34,999",2006,Number,4548,308
Crown Heights South,"$25,000 to $34,999",2006,Number,6260,309
Bay Ridge,"$25,000 to $34,999",2006,Number,4349,310
Bensonhurst,"$25,000 to $34,999",2006,Number,7917,311
Borough Park,"$25,000 to $34,999",2006,Number,4714,312
Coney Island,"$25,000 to $34,999",2006,Number,4203,313
Flatbush/Midwood,"$25,000 to $34,999",2006,Number,6352,314
Sheepshead Bay,"$25,000 to $34,999",2006,Number,5426,315
Brownsville,"$25,000 to $34,999",2006,Number,4529,316
East Flatbush,"$25,000 to $34,999",2006,Number,7744,317
Canarsie,"$25,000 to $34,999",2006,Number,5235,318
Astoria,"$25,000 to $34,999",2006,Number,9125,401
Sunnyside/Woodside,"$25,000 to $34,999",2006,Number,6210,402
Jackson Heights,"$25,000 to $34,999",2006,Number,6718,403
Elmhurst/Corona,"$25,000 to $34,999",2006,Number,5282,404
Ridgewood/Glendale,"$25,000 to $34,999",2006,Number,6668,405
Rego Park/Forest Hills,"$25,000 to $34,999",2006,Number,4055,406
Flushing,"$25,000 to $34,999",2006,Number,9704,407
Fresh Meadows/Briarwood,"$25,000 to $34,999",2006,Number,5765,408
Woodhaven,"$25,000 to $34,999",2006,Number,4502,409
Howard Beach,"$25,000 to $34,999",2006,Number,3138,410
Bayside,"$25,000 to $34,999",2006,Number,3465,411
Jamaica/St. Albans,"$25,000 to $34,999",2006,Number,7308,412
Queens Village,"$25,000 to $34,999",2006,Number,7280,413
The Rockaways,"$25,000 to $34,999",2006,Number,4412,414
St. George,"$25,000 to $34,999",2006,Number,5923,501
South Beach,"$25,000 to $34,999",2006,Number,4424,502
Tottenville,"$25,000 to $34,999",2006,Number,3350,503
Bronx,"$25,000 to $34,999",2006,Number,56989,36005
Brooklyn,"$25,000 to $34,999",2006,Number,95222,36047
Manhattan,"$25,000 to $34,999",2006,Number,54788,36061
Queens,"$25,000 to $34,999",2006,Number,83632,36081
Staten Island,"$25,000 to $34,999",2006,Number,13697,36085
New York City,"$25,000 to $34,999",2006,Number,304328,3651000
Battery Park/Tribeca,"$25,000 to $34,999",2006,Percent,0.04272,101
Greenwich Village,"$25,000 to $34,999",2006,Percent,0.04272,102
Lower East Side,"$25,000 to $34,999",2006,Percent,0.09767,103
Chelsea/Clinton,"$25,000 to $34,999",2006,Percent,0.07878,104
Midtown Business District,"$25,000 to $34,999",2006,Percent,0.07878,105
Murray Hill/Stuyvesant,"$25,000 to $34,999",2006,Percent,0.0642,106
Upper West Side,"$25,000 to $34,999",2006,Percent,0.04346,107
Upper East Side,"$25,000 to $34,999",2006,Percent,0.04871,108
Manhattanville,"$25,000 to $34,999",2006,Percent,0.09413,109
Central Harlem,"$25,000 to $34,999",2006,Percent,0.11965,110
East Harlem,"$25,000 to $34,999",2006,Percent,0.09789,111
Washington Heights,"$25,000 to $34,999",2006,Percent,0.12028,112
Mott Haven,"$25,000 to $34,999",2006,Percent,0.10914,201
Hunts Point,"$25,000 to $34,999",2006,Percent,0.10914,202
Morrisania,"$25,000 to $34,999",2006,Percent,0.13105,203
Concourse/Highbridge,"$25,000 to $34,999",2006,Percent,0.14089,204
University Heights,"$25,000 to $34,999",2006,Percent,0.10504,205
East Tremont,"$25,000 to $34,999",2006,Percent,0.13105,206
Bedford Park,"$25,000 to $34,999",2006,Percent,0.1397,207
Riverdale,"$25,000 to $34,999",2006,Percent,0.1207,208
Unionport/Soundview,"$25,000 to $34,999",2006,Percent,0.12893,209
Throgs Neck,"$25,000 to $34,999",2006,Percent,0.08888,210
Pelham Parkway,"$25,000 to $34,999",2006,Percent,0.10893,211
Williamsbridge,"$25,000 to $34,999",2006,Percent,0.12805,212
Williamsburg/Greenpoint,"$25,000 to $34,999",2006,Percent,0.11121,301
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2006,Percent,0.09032,302
Bedford Stuyvesant,"$25,000 to $34,999",2006,Percent,0.0934,303
Bushwick,"$25,000 to $34,999",2006,Percent,0.14053,304
East New York,"$25,000 to $34,999",2006,Percent,0.11775,305
Park Slope,"$25,000 to $34,999",2006,Percent,0.07706,306
Sunset Park,"$25,000 to $34,999",2006,Percent,0.10854,307
Crown Heights North,"$25,000 to $34,999",2006,Percent,0.09431,308
Crown Heights South,"$25,000 to $34,999",2006,Percent,0.15731,309
Bay Ridge,"$25,000 to $34,999",2006,Percent,0.09285,310
Bensonhurst,"$25,000 to $34,999",2006,Percent,0.12934,311
Borough Park,"$25,000 to $34,999",2006,Percent,0.10466,312
Coney Island,"$25,000 to $34,999",2006,Percent,0.09726,313
Flatbush/Midwood,"$25,000 to $34,999",2006,Percent,0.11179,314
Sheepshead Bay,"$25,000 to $34,999",2006,Percent,0.09641,315
Brownsville,"$25,000 to $34,999",2006,Percent,0.1146,316
East Flatbush,"$25,000 to $34,999",2006,Percent,0.16169,317
Canarsie,"$25,000 to $34,999",2006,Percent,0.08171,318
Astoria,"$25,000 to $34,999",2006,Percent,0.11841,401
Sunnyside/Woodside,"$25,000 to $34,999",2006,Percent,0.12639,402
Jackson Heights,"$25,000 to $34,999",2006,Percent,0.12546,403
Elmhurst/Corona,"$25,000 to $34,999",2006,Percent,0.11809,404
Ridgewood/Glendale,"$25,000 to $34,999",2006,Percent,0.10636,405
Rego Park/Forest Hills,"$25,000 to $34,999",2006,Percent,0.07879,406
Flushing,"$25,000 to $34,999",2006,Percent,0.11086,407
Fresh Meadows/Briarwood,"$25,000 to $34,999",2006,Percent,0.11,408
Woodhaven,"$25,000 to $34,999",2006,Percent,0.10441,409
Howard Beach,"$25,000 to $34,999",2006,Percent,0.08442,410
Bayside,"$25,000 to $34,999",2006,Percent,0.07415,411
Jamaica/St. Albans,"$25,000 to $34,999",2006,Percent,0.11028,412
Queens Village,"$25,000 to $34,999",2006,Percent,0.11289,413
The Rockaways,"$25,000 to $34,999",2006,Percent,0.11376,414
St. George,"$25,000 to $34,999",2006,Percent,0.09749,501
South Beach,"$25,000 to $34,999",2006,Percent,0.09415,502
Tottenville,"$25,000 to $34,999",2006,Percent,0.05701,503
Bronx,"$25,000 to $34,999",2006,Percent,0.12104,36005
Brooklyn,"$25,000 to $34,999",2006,Percent,0.10918,36047
Manhattan,"$25,000 to $34,999",2006,Percent,0.07448,36061
Queens,"$25,000 to $34,999",2006,Percent,0.1079,36081
Staten Island,"$25,000 to $34,999",2006,Percent,0.08226,36085
New York City,"$25,000 to $34,999",2006,Percent,0.10076,3651000
Battery Park/Tribeca,"$35,000 to $49,999",2006,Number,1939.66207,101
Greenwich Village,"$35,000 to $49,999",2006,Number,2863.33793,102
Lower East Side,"$35,000 to $49,999",2006,Number,8667,103
Chelsea/Clinton,"$35,000 to $49,999",2006,Number,4064.67457,104
Midtown Business District,"$35,000 to $49,999",2006,Number,2034.32543,105
Murray Hill/Stuyvesant,"$35,000 to $49,999",2006,Number,5119,106
Upper West Side,"$35,000 to $49,999",2006,Number,8776,107
Upper East Side,"$35,000 to $49,999",2006,Number,11028,108
Manhattanville,"$35,000 to $49,999",2006,Number,5118,109
Central Harlem,"$35,000 to $49,999",2006,Number,5338,110
East Harlem,"$35,000 to $49,999",2006,Number,5862,111
Washington Heights,"$35,000 to $49,999",2006,Number,10747,112
Mott Haven,"$35,000 to $49,999",2006,Number,3358.34212,201
Hunts Point,"$35,000 to $49,999",2006,Number,1917.65788,202
Morrisania,"$35,000 to $49,999",2006,Number,3206.03807,203
Concourse/Highbridge,"$35,000 to $49,999",2006,Number,7709,204
University Heights,"$35,000 to $49,999",2006,Number,6234,205
East Tremont,"$35,000 to $49,999",2006,Number,3346.96193,206
Bedford Park,"$35,000 to $49,999",2006,Number,6101,207
Riverdale,"$35,000 to $49,999",2006,Number,5416,208
Unionport/Soundview,"$35,000 to $49,999",2006,Number,13486,209
Throgs Neck,"$35,000 to $49,999",2006,Number,5734,210
Pelham Parkway,"$35,000 to $49,999",2006,Number,7905,211
Williamsbridge,"$35,000 to $49,999",2006,Number,7357,212
Williamsburg/Greenpoint,"$35,000 to $49,999",2006,Number,6350,301
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2006,Number,5322,302
Bedford Stuyvesant,"$35,000 to $49,999",2006,Number,4994,303
Bushwick,"$35,000 to $49,999",2006,Number,4552,304
East New York,"$35,000 to $49,999",2006,Number,6940,305
Park Slope,"$35,000 to $49,999",2006,Number,3751,306
Sunset Park,"$35,000 to $49,999",2006,Number,5933,307
Crown Heights North,"$35,000 to $49,999",2006,Number,7612,308
Crown Heights South,"$35,000 to $49,999",2006,Number,6760,309
Bay Ridge,"$35,000 to $49,999",2006,Number,6728,310
Bensonhurst,"$35,000 to $49,999",2006,Number,7714,311
Borough Park,"$35,000 to $49,999",2006,Number,7693,312
Coney Island,"$35,000 to $49,999",2006,Number,4884,313
Flatbush/Midwood,"$35,000 to $49,999",2006,Number,7105,314
