"Name","Household Income"
"Description","Households by income level."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Summary Table B19001 (2005-2018); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Income Level,TimeFrame,DataFormat,Data,Fips
Hunts Point,"$15,000 to $24,999",2013,Number,3001.15638,202
Morrisania,"$15,000 to $24,999",2013,Number,4558.80707,203
Concourse/Highbridge,"$15,000 to $24,999",2013,Number,8713,204
University Heights,"$15,000 to $24,999",2013,Number,6686,205
East Tremont,"$15,000 to $24,999",2013,Number,4759.19293,206
Bedford Park,"$15,000 to $24,999",2013,Number,7522,207
Riverdale,"$15,000 to $24,999",2013,Number,3582,208
Unionport/Soundview,"$15,000 to $24,999",2013,Number,8863,209
Throgs Neck,"$15,000 to $24,999",2013,Number,3438,210
Pelham Parkway,"$15,000 to $24,999",2013,Number,4822,211
Williamsbridge,"$15,000 to $24,999",2013,Number,5122,212
Williamsburg/Greenpoint,"$15,000 to $24,999",2013,Number,6697,301
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2013,Number,4520,302
Bedford Stuyvesant,"$15,000 to $24,999",2013,Number,6112,303
Bushwick,"$15,000 to $24,999",2013,Number,5367,304
East New York,"$15,000 to $24,999",2013,Number,6429,305
Park Slope,"$15,000 to $24,999",2013,Number,1802,306
Sunset Park,"$15,000 to $24,999",2013,Number,6009,307
Crown Heights North,"$15,000 to $24,999",2013,Number,7263,308
Crown Heights South,"$15,000 to $24,999",2013,Number,4089,309
Bay Ridge,"$15,000 to $24,999",2013,Number,4876,310
Bensonhurst,"$15,000 to $24,999",2013,Number,6805,311
Borough Park,"$15,000 to $24,999",2013,Number,6844,312
Coney Island,"$15,000 to $24,999",2013,Number,5522,313
Flatbush/Midwood,"$15,000 to $24,999",2013,Number,5768,314
Sheepshead Bay,"$15,000 to $24,999",2013,Number,6910,315
Brownsville,"$15,000 to $24,999",2013,Number,5217,316
East Flatbush,"$15,000 to $24,999",2013,Number,5237,317
Canarsie,"$15,000 to $24,999",2013,Number,4567,318
Astoria,"$15,000 to $24,999",2013,Number,8192,401
Sunnyside/Woodside,"$15,000 to $24,999",2013,Number,4776,402
Jackson Heights,"$15,000 to $24,999",2013,Number,8684,403
Elmhurst/Corona,"$15,000 to $24,999",2013,Number,4483,404
Ridgewood/Glendale,"$15,000 to $24,999",2013,Number,5700,405
Rego Park/Forest Hills,"$15,000 to $24,999",2013,Number,5260,406
Flushing,"$15,000 to $24,999",2013,Number,10838,407
Fresh Meadows/Briarwood,"$15,000 to $24,999",2013,Number,5832,408
Woodhaven,"$15,000 to $24,999",2013,Number,4289,409
Howard Beach,"$15,000 to $24,999",2013,Number,2723,410
Bayside,"$15,000 to $24,999",2013,Number,3516,411
Jamaica/St. Albans,"$15,000 to $24,999",2013,Number,7305,412
Queens Village,"$15,000 to $24,999",2013,Number,3856,413
The Rockaways,"$15,000 to $24,999",2013,Number,4407,414
St. George,"$15,000 to $24,999",2013,Number,7291,501
South Beach,"$15,000 to $24,999",2013,Number,4428,502
Tottenville,"$15,000 to $24,999",2013,Number,3099,503
Bronx,"$15,000 to $24,999",2013,Number,66323,36005
Brooklyn,"$15,000 to $24,999",2013,Number,100034,36047
Manhattan,"$15,000 to $24,999",2013,Number,63474,36061
Queens,"$15,000 to $24,999",2013,Number,79861,36081
Staten Island,"$15,000 to $24,999",2013,Number,14818,36085
New York City,"$15,000 to $24,999",2013,Number,324510,3651000
Battery Park/Tribeca,"$15,000 to $24,999",2013,Percent,0.0495,101
Greenwich Village,"$15,000 to $24,999",2013,Percent,0.0495,102
Lower East Side,"$15,000 to $24,999",2013,Percent,0.14158,103
Chelsea/Clinton,"$15,000 to $24,999",2013,Percent,0.06051,104
Midtown Business District,"$15,000 to $24,999",2013,Percent,0.06051,105
Murray Hill/Stuyvesant,"$15,000 to $24,999",2013,Percent,0.05319,106
Upper West Side,"$15,000 to $24,999",2013,Percent,0.06422,107
Upper East Side,"$15,000 to $24,999",2013,Percent,0.04864,108
Manhattanville,"$15,000 to $24,999",2013,Percent,0.12189,109
Central Harlem,"$15,000 to $24,999",2013,Percent,0.11764,110
East Harlem,"$15,000 to $24,999",2013,Percent,0.13979,111
Washington Heights,"$15,000 to $24,999",2013,Percent,0.15998,112
Mott Haven,"$15,000 to $24,999",2013,Percent,0.16791,201
Hunts Point,"$15,000 to $24,999",2013,Percent,0.16791,202
Morrisania,"$15,000 to $24,999",2013,Percent,0.16685,203
Concourse/Highbridge,"$15,000 to $24,999",2013,Percent,0.18398,204
University Heights,"$15,000 to $24,999",2013,Percent,0.14899,205
East Tremont,"$15,000 to $24,999",2013,Percent,0.16685,206
Bedford Park,"$15,000 to $24,999",2013,Percent,0.17499,207
Riverdale,"$15,000 to $24,999",2013,Percent,0.08614,208
Unionport/Soundview,"$15,000 to $24,999",2013,Percent,0.13447,209
Throgs Neck,"$15,000 to $24,999",2013,Percent,0.07702,210
Pelham Parkway,"$15,000 to $24,999",2013,Percent,0.11327,211
Williamsbridge,"$15,000 to $24,999",2013,Percent,0.11088,212
Williamsburg/Greenpoint,"$15,000 to $24,999",2013,Percent,0.10617,301
Fort Greene/Brooklyn Hts,"$15,000 to $24,999",2013,Percent,0.08144,302
Bedford Stuyvesant,"$15,000 to $24,999",2013,Percent,0.12295,303
Bushwick,"$15,000 to $24,999",2013,Percent,0.11718,304
East New York,"$15,000 to $24,999",2013,Percent,0.12122,305
Park Slope,"$15,000 to $24,999",2013,Percent,0.03669,306
Sunset Park,"$15,000 to $24,999",2013,Percent,0.13086,307
Crown Heights North,"$15,000 to $24,999",2013,Percent,0.14064,308
Crown Heights South,"$15,000 to $24,999",2013,Percent,0.10541,309
Bay Ridge,"$15,000 to $24,999",2013,Percent,0.09809,310
Bensonhurst,"$15,000 to $24,999",2013,Percent,0.10751,311
Borough Park,"$15,000 to $24,999",2013,Percent,0.14952,312
Coney Island,"$15,000 to $24,999",2013,Percent,0.12275,313
Flatbush/Midwood,"$15,000 to $24,999",2013,Percent,0.10314,314
Sheepshead Bay,"$15,000 to $24,999",2013,Percent,0.12111,315
Brownsville,"$15,000 to $24,999",2013,Percent,0.11977,316
East Flatbush,"$15,000 to $24,999",2013,Percent,0.11361,317
Canarsie,"$15,000 to $24,999",2013,Percent,0.06868,318
Astoria,"$15,000 to $24,999",2013,Percent,0.10909,401
Sunnyside/Woodside,"$15,000 to $24,999",2013,Percent,0.09361,402
Jackson Heights,"$15,000 to $24,999",2013,Percent,0.1484,403
Elmhurst/Corona,"$15,000 to $24,999",2013,Percent,0.10066,404
Ridgewood/Glendale,"$15,000 to $24,999",2013,Percent,0.09064,405
Rego Park/Forest Hills,"$15,000 to $24,999",2013,Percent,0.10123,406
Flushing,"$15,000 to $24,999",2013,Percent,0.12347,407
Fresh Meadows/Briarwood,"$15,000 to $24,999",2013,Percent,0.10895,408
Woodhaven,"$15,000 to $24,999",2013,Percent,0.09058,409
Howard Beach,"$15,000 to $24,999",2013,Percent,0.07405,410
Bayside,"$15,000 to $24,999",2013,Percent,0.08221,411
Jamaica/St. Albans,"$15,000 to $24,999",2013,Percent,0.10109,412
Queens Village,"$15,000 to $24,999",2013,Percent,0.0632,413
The Rockaways,"$15,000 to $24,999",2013,Percent,0.11372,414
St. George,"$15,000 to $24,999",2013,Percent,0.11851,501
South Beach,"$15,000 to $24,999",2013,Percent,0.09123,502
Tottenville,"$15,000 to $24,999",2013,Percent,0.05383,503
Bronx,"$15,000 to $24,999",2013,Percent,0.13784,36005
Brooklyn,"$15,000 to $24,999",2013,Percent,0.10809,36047
Manhattan,"$15,000 to $24,999",2013,Percent,0.08739,36061
Queens,"$15,000 to $24,999",2013,Percent,0.10183,36081
Staten Island,"$15,000 to $24,999",2013,Percent,0.0884,36085
New York City,"$15,000 to $24,999",2013,Percent,0.10519,3651000
Battery Park/Tribeca,"$200,000 or more",2013,Number,9656.31057,101
Greenwich Village,"$200,000 or more",2013,Number,14254.68943,102
Lower East Side,"$200,000 or more",2013,Number,5267,103
Chelsea/Clinton,"$200,000 or more",2013,Number,11703.51699,104
Midtown Business District,"$200,000 or more",2013,Number,5857.48301,105
Murray Hill/Stuyvesant,"$200,000 or more",2013,Number,16682,106
Upper West Side,"$200,000 or more",2013,Number,22339,107
Upper East Side,"$200,000 or more",2013,Number,35542,108
Manhattanville,"$200,000 or more",2013,Number,3100,109
Central Harlem,"$200,000 or more",2013,Number,1775,110
East Harlem,"$200,000 or more",2013,Number,2743,111
Washington Heights,"$200,000 or more",2013,Number,1735,112
Mott Haven,"$200,000 or more",2013,Number,188.41343,201
Hunts Point,"$200,000 or more",2013,Number,107.58657,202
Morrisania,"$200,000 or more",2013,Number,206.95164,203
Concourse/Highbridge,"$200,000 or more",2013,Number,286,204
University Heights,"$200,000 or more",2013,Number,162,205
East Tremont,"$200,000 or more",2013,Number,216.04836,206
Bedford Park,"$200,000 or more",2013,Number,811,207
Riverdale,"$200,000 or more",2013,Number,2049,208
Unionport/Soundview,"$200,000 or more",2013,Number,621,209
Throgs Neck,"$200,000 or more",2013,Number,1861,210
Pelham Parkway,"$200,000 or more",2013,Number,1092,211
Williamsbridge,"$200,000 or more",2013,Number,358,212
Williamsburg/Greenpoint,"$200,000 or more",2013,Number,3756,301
Fort Greene/Brooklyn Hts,"$200,000 or more",2013,Number,8540,302
Bedford Stuyvesant,"$200,000 or more",2013,Number,1472,303
Bushwick,"$200,000 or more",2013,Number,693,304
East New York,"$200,000 or more",2013,Number,870,305
Park Slope,"$200,000 or more",2013,Number,11305,306
Sunset Park,"$200,000 or more",2013,Number,1710,307
Crown Heights North,"$200,000 or more",2013,Number,2471,308
Crown Heights South,"$200,000 or more",2013,Number,1147,309
Bay Ridge,"$200,000 or more",2013,Number,3170,310
Bensonhurst,"$200,000 or more",2013,Number,2169,311
Borough Park,"$200,000 or more",2013,Number,1334,312
Coney Island,"$200,000 or more",2013,Number,1809,313
Flatbush/Midwood,"$200,000 or more",2013,Number,2050,314
Sheepshead Bay,"$200,000 or more",2013,Number,3143,315
Brownsville,"$200,000 or more",2013,Number,454,316
East Flatbush,"$200,000 or more",2013,Number,525,317
Canarsie,"$200,000 or more",2013,Number,2973,318
Astoria,"$200,000 or more",2013,Number,2873,401
Sunnyside/Woodside,"$200,000 or more",2013,Number,3752,402
Jackson Heights,"$200,000 or more",2013,Number,1155,403
Elmhurst/Corona,"$200,000 or more",2013,Number,1123,404
Ridgewood/Glendale,"$200,000 or more",2013,Number,2678,405
Rego Park/Forest Hills,"$200,000 or more",2013,Number,2751,406
Flushing,"$200,000 or more",2013,Number,4943,407
Fresh Meadows/Briarwood,"$200,000 or more",2013,Number,2286,408
Woodhaven,"$200,000 or more",2013,Number,2122,409
Howard Beach,"$200,000 or more",2013,Number,1972,410
Bayside,"$200,000 or more",2013,Number,3693,411
Jamaica/St. Albans,"$200,000 or more",2013,Number,1013,412
Queens Village,"$200,000 or more",2013,Number,3137,413
The Rockaways,"$200,000 or more",2013,Number,930,414
St. George,"$200,000 or more",2013,Number,3725,501
South Beach,"$200,000 or more",2013,Number,3789,502
Tottenville,"$200,000 or more",2013,Number,5181,503
Bronx,"$200,000 or more",2013,Number,7959,36005
Brooklyn,"$200,000 or more",2013,Number,49591,36047
Manhattan,"$200,000 or more",2013,Number,130655,36061
Queens,"$200,000 or more",2013,Number,34428,36081
Staten Island,"$200,000 or more",2013,Number,12695,36085
New York City,"$200,000 or more",2013,Number,235328,3651000
Battery Park/Tribeca,"$200,000 or more",2013,Percent,0.30734,101
Greenwich Village,"$200,000 or more",2013,Percent,0.30734,102
Lower East Side,"$200,000 or more",2013,Percent,0.07823,103
Chelsea/Clinton,"$200,000 or more",2013,Percent,0.22129,104
Midtown Business District,"$200,000 or more",2013,Percent,0.22129,105
Murray Hill/Stuyvesant,"$200,000 or more",2013,Percent,0.21678,106
Upper West Side,"$200,000 or more",2013,Percent,0.2407,107
Upper East Side,"$200,000 or more",2013,Percent,0.30633,108
Manhattanville,"$200,000 or more",2013,Percent,0.06861,109
Central Harlem,"$200,000 or more",2013,Percent,0.03199,110
East Harlem,"$200,000 or more",2013,Percent,0.06109,111
Washington Heights,"$200,000 or more",2013,Percent,0.0246,112
Mott Haven,"$200,000 or more",2013,Percent,0.00602,201
Hunts Point,"$200,000 or more",2013,Percent,0.00602,202
Morrisania,"$200,000 or more",2013,Percent,0.00757,203
Concourse/Highbridge,"$200,000 or more",2013,Percent,0.00604,204
University Heights,"$200,000 or more",2013,Percent,0.00361,205
East Tremont,"$200,000 or more",2013,Percent,0.00757,206
Bedford Park,"$200,000 or more",2013,Percent,0.01887,207
Riverdale,"$200,000 or more",2013,Percent,0.04927,208
Unionport/Soundview,"$200,000 or more",2013,Percent,0.00942,209
Throgs Neck,"$200,000 or more",2013,Percent,0.04169,210
Pelham Parkway,"$200,000 or more",2013,Percent,0.02565,211
Williamsbridge,"$200,000 or more",2013,Percent,0.00775,212
Williamsburg/Greenpoint,"$200,000 or more",2013,Percent,0.05954,301
Fort Greene/Brooklyn Hts,"$200,000 or more",2013,Percent,0.15387,302
Bedford Stuyvesant,"$200,000 or more",2013,Percent,0.02961,303
Bushwick,"$200,000 or more",2013,Percent,0.01513,304
East New York,"$200,000 or more",2013,Percent,0.0164,305
Park Slope,"$200,000 or more",2013,Percent,0.23017,306
Sunset Park,"$200,000 or more",2013,Percent,0.03724,307
Crown Heights North,"$200,000 or more",2013,Percent,0.04785,308
Crown Heights South,"$200,000 or more",2013,Percent,0.02957,309
Bay Ridge,"$200,000 or more",2013,Percent,0.06377,310
Bensonhurst,"$200,000 or more",2013,Percent,0.03427,311
Borough Park,"$200,000 or more",2013,Percent,0.02914,312
Coney Island,"$200,000 or more",2013,Percent,0.04021,313
Flatbush/Midwood,"$200,000 or more",2013,Percent,0.03666,314
Sheepshead Bay,"$200,000 or more",2013,Percent,0.05509,315
Brownsville,"$200,000 or more",2013,Percent,0.01042,316
East Flatbush,"$200,000 or more",2013,Percent,0.01139,317
Canarsie,"$200,000 or more",2013,Percent,0.04471,318
Astoria,"$200,000 or more",2013,Percent,0.03826,401
Sunnyside/Woodside,"$200,000 or more",2013,Percent,0.07354,402
Jackson Heights,"$200,000 or more",2013,Percent,0.01974,403
Elmhurst/Corona,"$200,000 or more",2013,Percent,0.02522,404
Ridgewood/Glendale,"$200,000 or more",2013,Percent,0.04258,405
Rego Park/Forest Hills,"$200,000 or more",2013,Percent,0.05294,406
Flushing,"$200,000 or more",2013,Percent,0.05631,407
Fresh Meadows/Briarwood,"$200,000 or more",2013,Percent,0.04271,408
Woodhaven,"$200,000 or more",2013,Percent,0.04482,409
Howard Beach,"$200,000 or more",2013,Percent,0.05362,410
Bayside,"$200,000 or more",2013,Percent,0.08635,411
Jamaica/St. Albans,"$200,000 or more",2013,Percent,0.01402,412
Queens Village,"$200,000 or more",2013,Percent,0.05141,413
The Rockaways,"$200,000 or more",2013,Percent,0.024,414
St. George,"$200,000 or more",2013,Percent,0.06055,501
South Beach,"$200,000 or more",2013,Percent,0.07806,502
Tottenville,"$200,000 or more",2013,Percent,0.09,503
Bronx,"$200,000 or more",2013,Percent,0.01654,36005
Brooklyn,"$200,000 or more",2013,Percent,0.05358,36047
Manhattan,"$200,000 or more",2013,Percent,0.17988,36061
Queens,"$200,000 or more",2013,Percent,0.0439,36081
Staten Island,"$200,000 or more",2013,Percent,0.07573,36085
New York City,"$200,000 or more",2013,Percent,0.07628,3651000
Battery Park/Tribeca,"$25,000 to $34,999",2013,Number,993.85974,101
Greenwich Village,"$25,000 to $34,999",2013,Number,1467.14026,102
Lower East Side,"$25,000 to $34,999",2013,Number,5065,103
Chelsea/Clinton,"$25,000 to $34,999",2013,Number,2506.516,104
Midtown Business District,"$25,000 to $34,999",2013,Number,1254.484,105
Murray Hill/Stuyvesant,"$25,000 to $34,999",2013,Number,2847,106
Upper West Side,"$25,000 to $34,999",2013,Number,4086,107
Upper East Side,"$25,000 to $34,999",2013,Number,7452,108
Manhattanville,"$25,000 to $34,999",2013,Number,4638,109
Central Harlem,"$25,000 to $34,999",2013,Number,6634,110
East Harlem,"$25,000 to $34,999",2013,Number,4738,111
Washington Heights,"$25,000 to $34,999",2013,Number,6605,112
Mott Haven,"$25,000 to $34,999",2013,Number,4053.43492,201
Hunts Point,"$25,000 to $34,999",2013,Number,2314.56508,202
Morrisania,"$25,000 to $34,999",2013,Number,3492.24778,203
Concourse/Highbridge,"$25,000 to $34,999",2013,Number,6539,204
University Heights,"$25,000 to $34,999",2013,Number,5768,205
East Tremont,"$25,000 to $34,999",2013,Number,3645.75222,206
Bedford Park,"$25,000 to $34,999",2013,Number,4933,207
Riverdale,"$25,000 to $34,999",2013,Number,3429,208
Unionport/Soundview,"$25,000 to $34,999",2013,Number,8249,209
Throgs Neck,"$25,000 to $34,999",2013,Number,6144,210
Pelham Parkway,"$25,000 to $34,999",2013,Number,4392,211
Williamsbridge,"$25,000 to $34,999",2013,Number,3874,212
Williamsburg/Greenpoint,"$25,000 to $34,999",2013,Number,5376,301
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2013,Number,3198,302
Bedford Stuyvesant,"$25,000 to $34,999",2013,Number,5174,303
Bushwick,"$25,000 to $34,999",2013,Number,4149,304
East New York,"$25,000 to $34,999",2013,Number,5738,305
Park Slope,"$25,000 to $34,999",2013,Number,1735,306
Sunset Park,"$25,000 to $34,999",2013,Number,5550,307
Crown Heights North,"$25,000 to $34,999",2013,Number,5549,308
Crown Heights South,"$25,000 to $34,999",2013,Number,4098,309
Bay Ridge,"$25,000 to $34,999",2013,Number,4182,310
Bensonhurst,"$25,000 to $34,999",2013,Number,7028,311
Borough Park,"$25,000 to $34,999",2013,Number,5526,312
Coney Island,"$25,000 to $34,999",2013,Number,4258,313
Flatbush/Midwood,"$25,000 to $34,999",2013,Number,7183,314
Sheepshead Bay,"$25,000 to $34,999",2013,Number,5980,315
Brownsville,"$25,000 to $34,999",2013,Number,5223,316
East Flatbush,"$25,000 to $34,999",2013,Number,6401,317
Canarsie,"$25,000 to $34,999",2013,Number,5355,318
Astoria,"$25,000 to $34,999",2013,Number,6406,401
Sunnyside/Woodside,"$25,000 to $34,999",2013,Number,4169,402
Jackson Heights,"$25,000 to $34,999",2013,Number,7402,403
Elmhurst/Corona,"$25,000 to $34,999",2013,Number,5794,404
Ridgewood/Glendale,"$25,000 to $34,999",2013,Number,6076,405
Rego Park/Forest Hills,"$25,000 to $34,999",2013,Number,3877,406
Flushing,"$25,000 to $34,999",2013,Number,8969,407
Fresh Meadows/Briarwood,"$25,000 to $34,999",2013,Number,5336,408
Woodhaven,"$25,000 to $34,999",2013,Number,4119,409
Howard Beach,"$25,000 to $34,999",2013,Number,2845,410
Bayside,"$25,000 to $34,999",2013,Number,2822,411
Jamaica/St. Albans,"$25,000 to $34,999",2013,Number,7888,412
Queens Village,"$25,000 to $34,999",2013,Number,3715,413
The Rockaways,"$25,000 to $34,999",2013,Number,2924,414
St. George,"$25,000 to $34,999",2013,Number,4406,501
South Beach,"$25,000 to $34,999",2013,Number,3491,502
Tottenville,"$25,000 to $34,999",2013,Number,4127,503
Bronx,"$25,000 to $34,999",2013,Number,56834,36005
Brooklyn,"$25,000 to $34,999",2013,Number,91703,36047
Manhattan,"$25,000 to $34,999",2013,Number,48287,36061
Queens,"$25,000 to $34,999",2013,Number,72342,36081
Staten Island,"$25,000 to $34,999",2013,Number,12024,36085
New York City,"$25,000 to $34,999",2013,Number,281190,3651000
Battery Park/Tribeca,"$25,000 to $34,999",2013,Percent,0.03163,101
Greenwich Village,"$25,000 to $34,999",2013,Percent,0.03163,102
Lower East Side,"$25,000 to $34,999",2013,Percent,0.07523,103
Chelsea/Clinton,"$25,000 to $34,999",2013,Percent,0.04739,104
Midtown Business District,"$25,000 to $34,999",2013,Percent,0.04739,105
Murray Hill/Stuyvesant,"$25,000 to $34,999",2013,Percent,0.037,106
Upper West Side,"$25,000 to $34,999",2013,Percent,0.04403,107
Upper East Side,"$25,000 to $34,999",2013,Percent,0.06423,108
Manhattanville,"$25,000 to $34,999",2013,Percent,0.10265,109
Central Harlem,"$25,000 to $34,999",2013,Percent,0.11957,110
East Harlem,"$25,000 to $34,999",2013,Percent,0.10551,111
Washington Heights,"$25,000 to $34,999",2013,Percent,0.09366,112
Mott Haven,"$25,000 to $34,999",2013,Percent,0.1295,201
Hunts Point,"$25,000 to $34,999",2013,Percent,0.1295,202
Morrisania,"$25,000 to $34,999",2013,Percent,0.12781,203
Concourse/Highbridge,"$25,000 to $34,999",2013,Percent,0.13808,204
University Heights,"$25,000 to $34,999",2013,Percent,0.12854,205
East Tremont,"$25,000 to $34,999",2013,Percent,0.12781,206
Bedford Park,"$25,000 to $34,999",2013,Percent,0.11476,207
Riverdale,"$25,000 to $34,999",2013,Percent,0.08246,208
Unionport/Soundview,"$25,000 to $34,999",2013,Percent,0.12515,209
Throgs Neck,"$25,000 to $34,999",2013,Percent,0.13764,210
Pelham Parkway,"$25,000 to $34,999",2013,Percent,0.10317,211
Williamsbridge,"$25,000 to $34,999",2013,Percent,0.08386,212
Williamsburg/Greenpoint,"$25,000 to $34,999",2013,Percent,0.08522,301
Fort Greene/Brooklyn Hts,"$25,000 to $34,999",2013,Percent,0.05762,302
Bedford Stuyvesant,"$25,000 to $34,999",2013,Percent,0.10408,303
Bushwick,"$25,000 to $34,999",2013,Percent,0.09058,304
East New York,"$25,000 to $34,999",2013,Percent,0.10819,305
Park Slope,"$25,000 to $34,999",2013,Percent,0.03533,306
Sunset Park,"$25,000 to $34,999",2013,Percent,0.12087,307
Crown Heights North,"$25,000 to $34,999",2013,Percent,0.10745,308
Crown Heights South,"$25,000 to $34,999",2013,Percent,0.10564,309
Bay Ridge,"$25,000 to $34,999",2013,Percent,0.08413,310
Bensonhurst,"$25,000 to $34,999",2013,Percent,0.11103,311
Borough Park,"$25,000 to $34,999",2013,Percent,0.12073,312
Coney Island,"$25,000 to $34,999",2013,Percent,0.09465,313
Flatbush/Midwood,"$25,000 to $34,999",2013,Percent,0.12844,314
Sheepshead Bay,"$25,000 to $34,999",2013,Percent,0.10481,315
Brownsville,"$25,000 to $34,999",2013,Percent,0.11991,316
East Flatbush,"$25,000 to $34,999",2013,Percent,0.13886,317
Canarsie,"$25,000 to $34,999",2013,Percent,0.08054,318
Astoria,"$25,000 to $34,999",2013,Percent,0.0853,401
Sunnyside/Woodside,"$25,000 to $34,999",2013,Percent,0.08171,402
Jackson Heights,"$25,000 to $34,999",2013,Percent,0.12649,403
Elmhurst/Corona,"$25,000 to $34,999",2013,Percent,0.1301,404
Ridgewood/Glendale,"$25,000 to $34,999",2013,Percent,0.09662,405
Rego Park/Forest Hills,"$25,000 to $34,999",2013,Percent,0.07461,406
Flushing,"$25,000 to $34,999",2013,Percent,0.10218,407
Fresh Meadows/Briarwood,"$25,000 to $34,999",2013,Percent,0.09969,408
Woodhaven,"$25,000 to $34,999",2013,Percent,0.08699,409
Howard Beach,"$25,000 to $34,999",2013,Percent,0.07736,410
Bayside,"$25,000 to $34,999",2013,Percent,0.06598,411
Jamaica/St. Albans,"$25,000 to $34,999",2013,Percent,0.10916,412
Queens Village,"$25,000 to $34,999",2013,Percent,0.06089,413
The Rockaways,"$25,000 to $34,999",2013,Percent,0.07545,414
St. George,"$25,000 to $34,999",2013,Percent,0.07162,501
South Beach,"$25,000 to $34,999",2013,Percent,0.07192,502
Tottenville,"$25,000 to $34,999",2013,Percent,0.07169,503
Bronx,"$25,000 to $34,999",2013,Percent,0.11812,36005
Brooklyn,"$25,000 to $34,999",2013,Percent,0.09909,36047
Manhattan,"$25,000 to $34,999",2013,Percent,0.06648,36061
Queens,"$25,000 to $34,999",2013,Percent,0.09224,36081
Staten Island,"$25,000 to $34,999",2013,Percent,0.07173,36085
New York City,"$25,000 to $34,999",2013,Percent,0.09115,3651000
Battery Park/Tribeca,"$35,000 to $49,999",2013,Number,1676.75971,101
Greenwich Village,"$35,000 to $49,999",2013,Number,2475.24029,102
Lower East Side,"$35,000 to $49,999",2013,Number,5953,103
Chelsea/Clinton,"$35,000 to $49,999",2013,Number,4329.92141,104
Midtown Business District,"$35,000 to $49,999",2013,Number,2167.07859,105
Murray Hill/Stuyvesant,"$35,000 to $49,999",2013,Number,5087,106
Upper West Side,"$35,000 to $49,999",2013,Number,7691,107
Upper East Side,"$35,000 to $49,999",2013,Number,7889,108
Manhattanville,"$35,000 to $49,999",2013,Number,5004,109
Central Harlem,"$35,000 to $49,999",2013,Number,7247,110
East Harlem,"$35,000 to $49,999",2013,Number,4878,111
Washington Heights,"$35,000 to $49,999",2013,Number,7236,112
Mott Haven,"$35,000 to $49,999",2013,Number,4016.51607,201
Hunts Point,"$35,000 to $49,999",2013,Number,2293.48393,202
Morrisania,"$35,000 to $49,999",2013,Number,3133.62945,203
Concourse/Highbridge,"$35,000 to $49,999",2013,Number,6907,204
University Heights,"$35,000 to $49,999",2013,Number,5225,205
East Tremont,"$35,000 to $49,999",2013,Number,3271.37055,206
Bedford Park,"$35,000 to $49,999",2013,Number,6176,207
Riverdale,"$35,000 to $49,999",2013,Number,4841,208
Unionport/Soundview,"$35,000 to $49,999",2013,Number,8724,209
Throgs Neck,"$35,000 to $49,999",2013,Number,5575,210
Pelham Parkway,"$35,000 to $49,999",2013,Number,5434,211
Williamsbridge,"$35,000 to $49,999",2013,Number,6484,212
Williamsburg/Greenpoint,"$35,000 to $49,999",2013,Number,6487,301
Fort Greene/Brooklyn Hts,"$35,000 to $49,999",2013,Number,5071,302
Bedford Stuyvesant,"$35,000 to $49,999",2013,Number,5607,303
Bushwick,"$35,000 to $49,999",2013,Number,5980,304
East New York,"$35,000 to $49,999",2013,Number,9218,305
Park Slope,"$35,000 to $49,999",2013,Number,3436,306
Sunset Park,"$35,000 to $49,999",2013,Number,5993,307
Crown Heights North,"$35,000 to $49,999",2013,Number,5721,308
Crown Heights South,"$35,000 to $49,999",2013,Number,5701,309
Bay Ridge,"$35,000 to $49,999",2013,Number,6287,310
Bensonhurst,"$35,000 to $49,999",2013,Number,9267,311
Borough Park,"$35,000 to $49,999",2013,Number,5911,312
Coney Island,"$35,000 to $49,999",2013,Number,4552,313
Flatbush/Midwood,"$35,000 to $49,999",2013,Number,6992,314
Sheepshead Bay,"$35,000 to $49,999",2013,Number,6115,315
Brownsville,"$35,000 to $49,999",2013,Number,5161,316
East Flatbush,"$35,000 to $49,999",2013,Number,7335,317
Canarsie,"$35,000 to $49,999",2013,Number,7728,318
Astoria,"$35,000 to $49,999",2013,Number,10923,401
Sunnyside/Woodside,"$35,000 to $49,999",2013,Number,7386,402
Jackson Heights,"$35,000 to $49,999",2013,Number,7877,403
Elmhurst/Corona,"$35,000 to $49,999",2013,Number,7529,404
Ridgewood/Glendale,"$35,000 to $49,999",2013,Number,7174,405
Rego Park/Forest Hills,"$35,000 to $49,999",2013,Number,6546,406
Flushing,"$35,000 to $49,999",2013,Number,11894,407
Fresh Meadows/Briarwood,"$35,000 to $49,999",2013,Number,6173,408
Woodhaven,"$35,000 to $49,999",2013,Number,5562,409
Howard Beach,"$35,000 to $49,999",2013,Number,5779,410
Bayside,"$35,000 to $49,999",2013,Number,4531,411
Jamaica/St. Albans,"$35,000 to $49,999",2013,Number,11020,412
Queens Village,"$35,000 to $49,999",2013,Number,6709,413
The Rockaways,"$35,000 to $49,999",2013,Number,4745,414
St. George,"$35,000 to $49,999",2013,Number,5495,501
South Beach,"$35,000 to $49,999",2013,Number,5528,502
Tottenville,"$35,000 to $49,999",2013,Number,5086,503
Bronx,"$35,000 to $49,999",2013,Number,62081,36005
Brooklyn,"$35,000 to $49,999",2013,Number,112562,36047
