Location,Age Group,TimeFrame,DataFormat,Data,Fips,zipcode
Downtown  - Heights - Slope,0 to 4 years,2014,Number,297.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 4 years,2014,Rate,166.4,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2014,Number,401.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2014,Rate,146.4,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 17 Years,2014,Number,698.0,uhf202,"11201, 11205, 11215, 11217, 11231"
East Flatbush - Flatbush,0 to 4 years,2014,Rate,336.1,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 4 years,2014,Number,711.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2014,Number,1158.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2014,Rate,251.1,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 17 Years,2014,Number,1869.0,uhf207,"11203, 11210, 11225, 11226"
East Harlem,0 to 4 years,2014,Number,544.0,uhf303,"10029, 10035"
East Harlem,0 to 4 years,2014,Rate,720.3,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2014,Number,947.0,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2014,Rate,571.9,uhf303,"10029, 10035"
East Harlem,0 to 17 Years,2014,Number,1491.0,uhf303,"10029, 10035"
East New York,0 to 4 years,2014,Number,776.0,uhf204,"11207, 11208"
East New York,0 to 4 years,2014,Rate,489.8,uhf204,"11207, 11208"
East New York,5 to 17 Years,2014,Number,1362.0,uhf204,"11207, 11208"
East New York,5 to 17 Years,2014,Rate,372.8,uhf204,"11207, 11208"
East New York,0 to 17 Years,2014,Number,2138.0,uhf204,"11207, 11208"
Flushing - Clearview,0 to 4 years,2014,Number,164.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 4 years,2014,Rate,114.5,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2014,Number,249.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2014,Rate,81.3,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 17 Years,2014,Number,413.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Fordham - Bronx Park,0 to 4 years,2014,Number,1561.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 4 years,2014,Rate,735.5,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2014,Number,2147.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2014,Rate,463.7,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 17 Years,2014,Number,3708.0,uhf103,"10458, 10467, 10468"
Fresh Meadows,0 to 4 years,2014,Rate,127.3,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 4 years,2014,Number,90.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2014,Number,152.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2014,Rate,105.3,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 17 Years,2014,Number,242.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Gramercy Park -  Murray Hill,0 to 4 years,2014,Number,56.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 4 years,2014,Rate,111.8,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2014,Number,74.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2014,Rate,131.2,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 17 Years,2014,Number,130.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Greenpoint,0 to 4 years,2014,Rate,107.9,uhf201,"11211, 11222"
Greenpoint,0 to 4 years,2014,Number,111.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2014,Number,163.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2014,Rate,84.5,uhf201,"11211, 11222"
Greenpoint,0 to 17 Years,2014,Number,274.0,uhf201,"11211, 11222"
Greenwich Village - Soho,0 to 4 years,2014,Rate,69.7,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 4 years,2014,Number,26.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2014,Number,22.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2014,Rate,40.7,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 17 Years,2014,Number,48.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
High Bridge - Morrisania,0 to 4 years,2014,Rate,877.6,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 4 years,2014,Number,1594.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2014,Number,2102.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2014,Rate,483.9,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 17 Years,2014,Number,3696.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2014,Number,1024.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2014,Rate,842.2,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2014,Number,1462.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2014,Rate,503.7,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 17 Years,2014,Number,2486.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Jamaica,0 to 4 years,2014,Rate,397.7,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 4 years,2014,Number,762.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2014,Number,888.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2014,Rate,182.6,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 17 Years,2014,Number,1650.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Kingsbridge - Riverdale,0 to 4 years,2014,Number,137.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 4 years,2014,Rate,218.2,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2014,Number,258.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2014,Rate,216.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 17 Years,2014,Number,395.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Long Island City - Astoria,0 to 4 years,2014,Number,114.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 4 years,2014,Rate,99.1,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2014,Number,285.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2014,Rate,130.1,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 17 Years,2014,Number,399.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Lower Manhattan,0 to 4 years,2014,Rate,70.7,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 4 years,2014,Number,26.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2014,Number,70.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2014,Rate,166.4,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 17 Years,2014,Number,96.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Manhattan,0 to 4 years,2014,Rate,293.4,36061,N/A
Manhattan,0 to 4 years,2014,Number,2502.0,36061,N/A
Manhattan,5 to 17 Years,2014,Number,4250.0,36061,N/A
Manhattan,5 to 17 Years,2014,Rate,272.1,36061,N/A
Manhattan,0 to 17 Years,2014,Number,6752.0,36061,N/A
New York City,0 to 4 years,2014,Number,18149.0,3651000,N/A
New York City,0 to 4 years,2014,Rate,319.8,3651000,N/A
New York City,5 to 17 Years,2014,Number,28364.0,3651000,N/A
New York City,5 to 17 Years,2014,Rate,231.4,3651000,N/A
New York City,0 to 17 Years,2014,Number,46513.0,3651000,N/A
Northeast Bronx,0 to 4 years,2014,Rate,545.4,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 4 years,2014,Number,653.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2014,Number,1140.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2014,Rate,347.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 17 Years,2014,Number,1793.0,uhf102,"10466, 10469, 10470, 10475"
Pelham - Throgs Neck,0 to 4 years,2014,Rate,504.2,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 4 years,2014,Number,1070.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2014,Number,1606.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2014,Rate,311.6,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 17 Years,2014,Number,2676.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Port  Richmond,0 to 4 years,2014,Number,137.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 4 years,2014,Rate,259.8,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2014,Number,304.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2014,Rate,228.5,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 17 Years,2014,Number,441.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Queens,0 to 4 years,2014,Number,2857.0,36081,N/A
Queens,0 to 4 years,2014,Rate,195.1,36081,N/A
Queens,5 to 17 Years,2014,Number,4201.0,36081,N/A
Queens,5 to 17 Years,2014,Rate,129.3,36081,N/A
Queens,0 to 17 Years,2014,Number,7058.0,36081,N/A
Ridgewood - Forest Hills,0 to 4 years,2014,Number,243.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 4 years,2014,Rate,152.1,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2014,Number,327.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2014,Rate,100.6,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 17 Years,2014,Number,570.0,uhf405,"11374, 11375, 11379, 11385"
Rockaway,0 to 4 years,2014,Rate,183.6,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 4 years,2014,Number,174.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2014,Number,344.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2014,Rate,158.2,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 17 Years,2014,Number,518.0,uhf410,"11691, 11692, 11693, 11694, 11697"
South Beach - Tottenville,0 to 4 years,2014,Rate,66.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 4 years,2014,Number,66.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2014,Number,150.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2014,Rate,48.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 17 Years,2014,Number,216.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
Southeast Queens,0 to 4 years,2014,Number,262.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 4 years,2014,Rate,236.3,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2014,Number,332.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2014,Rate,106.9,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 17 Years,2014,Number,594.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southwest Queens,0 to 4 years,2014,Number,477.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 4 years,2014,Rate,267.4,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2014,Number,666.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2014,Rate,141.4,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 17 Years,2014,Number,1143.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Stapleton - St. George,0 to 4 years,2014,Rate,201.8,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 4 years,2014,Number,152.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2014,Number,314.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2014,Rate,157.7,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 17 Years,2014,Number,466.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Staten Island,0 to 4 years,2014,Rate,142.8,36085,N/A
Staten Island,0 to 4 years,2014,Number,393.0,36085,N/A
Staten Island,5 to 17 Years,2014,Number,852.0,36085,N/A
Staten Island,5 to 17 Years,2014,Rate,110.0,36085,N/A
Staten Island,0 to 17 Years,2014,Number,1245.0,36085,N/A
Sunset Park,0 to 4 years,2014,Rate,97.5,uhf205,"11220, 11232"
Sunset Park,0 to 4 years,2014,Number,113.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2014,Number,202.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2014,Rate,101.4,uhf205,"11220, 11232"
Sunset Park,0 to 17 Years,2014,Number,315.0,uhf205,"11220, 11232"
Union Square - Lower East Side,0 to 4 years,2014,Number,267.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 4 years,2014,Rate,320.7,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2014,Number,401.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2014,Rate,249.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 17 Years,2014,Number,668.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Upper East Side,0 to 4 years,2014,Number,65.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 4 years,2014,Rate,52.9,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2014,Number,110.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2014,Rate,54.2,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 17 Years,2014,Number,175.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper West Side,0 to 4 years,2014,Rate,162.5,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 4 years,2014,Number,206.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2014,Number,328.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2014,Rate,161.1,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 17 Years,2014,Number,534.0,uhf304,"10023, 10024, 10025, 10069"
Washington Heights - Inwood,0 to 4 years,2014,Number,571.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 4 years,2014,Rate,363.9,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2014,Number,824.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2014,Rate,241.2,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 17 Years,2014,Number,1395.0,uhf301,"10031, 10032, 10033, 10034, 10040"
West Queens,0 to 4 years,2014,Rate,154.2,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 4 years,2014,Number,547.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2014,Number,821.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,5 to 17 Years,2014,Rate,125.9,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
West Queens,0 to 17 Years,2014,Number,1368.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
Williamsburg - Bushwick,0 to 4 years,2014,Rate,485.4,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 4 years,2014,Number,844.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2014,Number,1407.0,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,5 to 17 Years,2014,Rate,364.8,uhf211,"11206, 11221, 11237"
Williamsburg - Bushwick,0 to 17 Years,2014,Number,2251.0,uhf211,"11206, 11221, 11237"
Willowbrook,0 to 4 years,2014,Number,38.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 4 years,2014,Rate,80.7,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2014,Number,71.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,5 to 17 Years,2014,Rate,54.5,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Willowbrook,0 to 17 Years,2014,Number,109.0,uhf503,"10306, 10307, 10308, 10309, 10312, 10314"
Bayside - Little Neck,0 to 4 years,2015,Rate,59.9,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 4 years,2015,Number,28.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2015,Number,50.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,5 to 17 Years,2015,Rate,39.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bayside - Little Neck,0 to 17 Years,2015,Number,78.0,uhf404,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2015,Rate,509.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2015,Number,1184.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2015,Number,1856.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2015,Rate,363.7,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2015,Number,3040.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bensonhurst - Bay Ridge,0 to 4 years,2015,Rate,61.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 4 years,2015,Number,84.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2015,Number,109.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2015,Rate,37.4,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 17 Years,2015,Number,193.0,uhf209,"11209, 11214, 11228"
Borough Park,0 to 4 years,2015,Number,246.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 4 years,2015,Rate,70.2,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2015,Number,239.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2015,Rate,35.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 17 Years,2015,Number,485.0,uhf206,"11204, 11218, 11219, 11230"
Bronx,0 to 4 years,2015,Number,6932.0,36005,N/A
Bronx,0 to 4 years,2015,Rate,641.7,36005,N/A
Bronx,5 to 17 Years,2015,Number,10603.0,36005,N/A
Bronx,5 to 17 Years,2015,Rate,410.3,36005,N/A
Bronx,0 to 17 Years,2015,Number,17535.0,36005,N/A
Brooklyn,0 to 4 years,2015,Rate,240.4,36047,N/A
Brooklyn,0 to 4 years,2015,Number,4730.0,36047,N/A
Brooklyn,5 to 17 Years,2015,Number,7586.0,36047,N/A
Brooklyn,5 to 17 Years,2015,Rate,185.6,36047,N/A
Brooklyn,0 to 17 Years,2015,Number,12316.0,36047,N/A
Canarsie - Flatlands,0 to 4 years,2015,Number,337.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 4 years,2015,Rate,271.5,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2015,Number,552.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2015,Rate,166.9,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 17 Years,2015,Number,889.0,uhf208,"11234, 11236, 11239"
Central Harlem - Morningside Heights,0 to 4 years,2015,Rate,643.5,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 4 years,2015,Number,687.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2015,Number,1236.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2015,Rate,522.7,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 17 Years,2015,Number,1923.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Chelsea - Clinton,0 to 4 years,2015,Rate,98.5,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 4 years,2015,Number,51.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2015,Number,116.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2015,Rate,155.6,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 17 Years,2015,Number,167.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Coney Island - Sheepshead Bay,0 to 4 years,2015,Number,203.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 4 years,2015,Rate,114.2,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2015,Number,321.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2015,Rate,79.7,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 17 Years,2015,Number,524.0,uhf210,"11223, 11224, 11229, 11235"
Crotona - Tremont,0 to 4 years,2015,Number,1374.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 4 years,2015,Rate,737.6,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2015,Number,1981.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2015,Rate,450.6,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 17 Years,2015,Number,3355.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Downtown  - Heights - Slope,0 to 4 years,2015,Number,246.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 4 years,2015,Rate,124.5,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2015,Number,413.0,uhf202,"11201, 11205, 11215, 11217, 11231"
